BINARY is www.genomic-cds.org/ont/genomic-cds.# ObjectProperty
BINARY SubClassOf C1140680 C0043210,
BINARY SubClassOf C1140680 C0700038
BINARY is C1142985 Class
BINARY is C1145628 Class
BINARY SubClassOf C1145628 C2362500
BINARY is C1145670 Class
BINARY SubClassOf C1145670 C1456599
BINARY is C1148475 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1148523 Class
BINARY SubClassOf C1148523 C0043210,
BINARY SubClassOf C1148523 C0700038,
BINARY SubClassOf C1148523 C1456602
BINARY is C1167841 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1171258 Class
BINARY is C1171307 Class
BINARY SubClassOf C1171307 C1257890,
BINARY SubClassOf C1171307 C1456613
BINARY is C1171335 Class
BINARY is C1257843 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1257844 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1257890 Class
BINARY SubClassOf C1257890 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1258800 Class
BINARY is C1260922 Class
BINARY SubClassOf C1260922 C1456599,
BINARY SubClassOf C1260922 C1457887
BINARY is C1261473 Class
BINARY is C1262477 Class
BINARY is C1263430 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1263846 Class
BINARY SubClassOf C1263846 C1832070,
BINARY SubClassOf C1263846 C2362498,
BINARY SubClassOf C1263846 C2362500
BINARY is C1265292 Class
BINARY is C1269683 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1270972 Class
BINARY SubClassOf C1270972 C0001792,
BINARY SubClassOf C1270972 C1832070,
BINARY SubClassOf C1270972 C2362500
BINARY is C1277100 Class
BINARY is C1299624 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1301422 Class
BINARY is C1305855 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1306759 Class
BINARY SubClassOf C1306759 C0012240,
BINARY SubClassOf C1306759 C0020962,
BINARY SubClassOf C1306759 C1456599,
BINARY SubClassOf C1306759 C2362499
BINARY is C1318453 Class
BINARY SubClassOf C1318453 C2362505
BINARY is C1318464 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1319192 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1328479 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1328956 Class
BINARY SubClassOf C1328956 C1456613
BINARY is C1330330 Class
BINARY is C1332977 Class
BINARY SubClassOf C1332977 C0006826,
BINARY SubClassOf C1332977 C0020962,
BINARY SubClassOf C1332977 C2362498,
BINARY SubClassOf C1332977 C2362499
BINARY is C1366940 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1384589 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1384593 Class
BINARY is C1384606 Class
BINARY is C1384666 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1388518 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1401084 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1402616 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1405458 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1405990 Class
BINARY is C1411731 Class
BINARY SubClassOf C1411731 C0006826,
BINARY SubClassOf C1411731 C1456602
BINARY is C1412002 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1412014 Class
BINARY is C1442965 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1443861 Class
BINARY is C1449556 Class
BINARY is C1450010 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456522 Class
BINARY SubClassOf C1456522 C1456609,
BINARY SubClassOf C1456522 C2362508
BINARY is C1456523 Class
BINARY SubClassOf C1456523 C1456609,
BINARY SubClassOf C1456523 C1456706
BINARY is C1456524 Class
BINARY SubClassOf C1456524 C1456609,
BINARY SubClassOf C1456524 C1456706,
BINARY SubClassOf C1456524 C2362498
BINARY is C1456525 Class
BINARY SubClassOf C1456525 C0001792,
BINARY SubClassOf C1456525 C1456609,
BINARY SubClassOf C1456525 C1456706
BINARY is C1456526 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456527 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456528 Class
BINARY SubClassOf C1456528 C0150933
BINARY is C1456529 Class
BINARY SubClassOf C1456529 C0043251,
BINARY SubClassOf C1456529 C0150934,
BINARY SubClassOf C1456529 C2362500
BINARY is C1456530 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456532 Class
BINARY SubClassOf C1456532 C1456611,
BINARY SubClassOf C1456532 C1456613
BINARY is C1456533 Class
BINARY SubClassOf C1456533 C2362502
BINARY is C1456535 Class
BINARY SubClassOf C1456535 C1456610,
BINARY SubClassOf C1456535 C2362501,
BINARY SubClassOf C1456535 C2362502
BINARY is C1456536 Class
BINARY SubClassOf C1456536 C1456595
BINARY is C1456539 Class
BINARY SubClassOf C1456539 C0025266,
BINARY SubClassOf C1456539 C0043210,
BINARY SubClassOf C1456539 C1257890,
BINARY SubClassOf C1456539 C2362503
BINARY is C1456540 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456541 Class
BINARY SubClassOf C1456541 C1456603
BINARY is C1456542 Class
BINARY SubClassOf C1456542 C1456603,
BINARY SubClassOf C1456542 C2362500,
BINARY SubClassOf C1456542 C2362507
BINARY is C1456549 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456550 Class
BINARY SubClassOf C1456550 C1456613
BINARY is C1456551 Class
BINARY SubClassOf C1456551 C1456613
BINARY is C1456552 Class
BINARY SubClassOf C1456552 C0001792,
BINARY SubClassOf C1456552 C0150934
BINARY is C1456553 Class
BINARY SubClassOf C1456553 C0150934,
BINARY SubClassOf C1456553 C2362498
BINARY is C1456555 Class
BINARY SubClassOf C1456555 C1456609,
BINARY SubClassOf C1456555 C2362499
BINARY is C1456556 Class
BINARY SubClassOf C1456556 C0043251,
BINARY SubClassOf C1456556 C1457887
BINARY is C1456557 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456558 Class
BINARY SubClassOf C1456558 C0043251,
BINARY SubClassOf C1456558 C1456595
BINARY is C1456560 Class
BINARY SubClassOf C1456560 C1257890
BINARY is C1456561 Class
BINARY SubClassOf C1456561 C1456611
BINARY is C1456563 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456564 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456566 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456573 Class
BINARY SubClassOf C1456573 C1456613
BINARY is C1456574 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456578 Class
BINARY SubClassOf C1456578 C1456609,
BINARY SubClassOf C1456578 C3714514
BINARY is C1456579 Class
BINARY SubClassOf C1456579 C1456602,
BINARY SubClassOf C1456579 C2362498
BINARY is C1456581 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456582 Class
BINARY SubClassOf C1456582 C0150933
BINARY is C1456584 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456585 Class
BINARY SubClassOf C1456585 C2362502
BINARY is C1456587 Class
BINARY SubClassOf C1456587 C0012240,
BINARY SubClassOf C1456587 C2362504,
BINARY SubClassOf C1456587 C2362507
BINARY is C1456590 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456594 Class
BINARY SubClassOf C1456594 C0001792,
BINARY SubClassOf C1456594 C1257890
BINARY is C1456595 Class
BINARY SubClassOf C1456595 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456596 Class
BINARY SubClassOf C1456596 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456599 Class
BINARY SubClassOf C1456599 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456600 Class
BINARY SubClassOf C1456600 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456601 Class
BINARY SubClassOf C1456601 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456602 Class
BINARY SubClassOf C1456602 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456603 Class
BINARY SubClassOf C1456603 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456606 Class
BINARY SubClassOf C1456606 C0025266,
BINARY SubClassOf C1456606 C1257890
BINARY is C1456609 Class
BINARY SubClassOf C1456609 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456610 Class
BINARY SubClassOf C1456610 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456611 Class
BINARY SubClassOf C1456611 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456613 Class
BINARY SubClassOf C1456613 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456615 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456617 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456618 Class
BINARY SubClassOf C1456618 C0020962,
BINARY SubClassOf C1456618 C0043210,
BINARY SubClassOf C1456618 C0700038,
BINARY SubClassOf C1456618 C1456602
BINARY is C1456621 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456623 Class
BINARY SubClassOf C1456623 C0001792,
BINARY SubClassOf C1456623 C1456611,
BINARY SubClassOf C1456623 C2362500
BINARY is C1456627 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456628 Class
BINARY SubClassOf C1456628 C1257890
BINARY is C1456629 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456630 Class
BINARY SubClassOf C1456630 C0001792,
BINARY SubClassOf C1456630 C1456613
BINARY is C1456634 Class
BINARY SubClassOf C1456634 C0012618,
BINARY SubClassOf C1456634 C1456610
BINARY is C1456635 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456637 Class
BINARY SubClassOf C1456637 C2362499,
BINARY SubClassOf C1456637 C2362505
BINARY is C1456638 Class
BINARY SubClassOf C1456638 C0006826,
BINARY SubClassOf C1456638 C1456846
BINARY is C1456639 Class
BINARY SubClassOf C1456639 C0006826,
BINARY SubClassOf C1456639 C1832070
BINARY is C1456640 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456641 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456642 Class
BINARY SubClassOf C1456642 C1456600,
BINARY SubClassOf C1456642 C2362498
BINARY is C1456644 Class
BINARY SubClassOf C1456644 C1832070,
BINARY SubClassOf C1456644 C2362498
BINARY is C1456646 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456647 Class
BINARY SubClassOf C1456647 C0020962,
BINARY SubClassOf C1456647 C2362498,
BINARY SubClassOf C1456647 C3714514
BINARY is C1456650 Class
BINARY SubClassOf C1456650 C1456613,
BINARY SubClassOf C1456650 C2362508
BINARY is C1456651 Class
BINARY SubClassOf C1456651 C0740858
BINARY is C1456652 Class
BINARY SubClassOf C1456652 C0012618,
BINARY SubClassOf C1456652 C1832070
BINARY is C1456654 Class
BINARY SubClassOf C1456654 C2362500
BINARY is C1456657 Class
BINARY SubClassOf C1456657 C0011849,
BINARY SubClassOf C1456657 C0014136,
BINARY SubClassOf C1456657 C2362500
BINARY is C1456659 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456661 Class
BINARY SubClassOf C1456661 C2362502
BINARY is C1456665 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456666 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456667 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456668 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456671 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456673 Class
BINARY SubClassOf C1456673 C1456613,
BINARY SubClassOf C1456673 C2362502
BINARY is C1456676 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456679 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456682 Class
BINARY SubClassOf C1456682 C1456609
BINARY is C1456683 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456684 Class
BINARY SubClassOf C1456684 C1456600,
BINARY SubClassOf C1456684 C1456601,
BINARY SubClassOf C1456684 C2362498
BINARY is C1456685 Class
BINARY SubClassOf C1456685 C2362504
BINARY is C1456686 Class
BINARY SubClassOf C1456686 C1456601
BINARY is C1456687 Class
BINARY SubClassOf C1456687 C1456595,
BINARY SubClassOf C1456687 C2362500,
BINARY SubClassOf C1456687 C3714514
BINARY is C1456688 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456689 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456690 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456692 Class
BINARY SubClassOf C1456692 C0086143,
BINARY SubClassOf C1456692 C0700038,
BINARY SubClassOf C1456692 C1456602,
BINARY SubClassOf C1456692 C1456603
BINARY is C1456694 Class
BINARY SubClassOf C1456694 C1456609
BINARY is C1456695 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456696 Class
BINARY SubClassOf C1456696 C1456613
BINARY is C1456698 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456701 Class
BINARY SubClassOf C1456701 C0043251,
BINARY SubClassOf C1456701 C1456595
BINARY is C1456702 Class
BINARY SubClassOf C1456702 C0740858,
BINARY SubClassOf C1456702 C2362498
BINARY is C1456703 Class
BINARY SubClassOf C1456703 C1456600,
BINARY SubClassOf C1456703 C1457887,
BINARY SubClassOf C1456703 C2362500
BINARY is C1456704 Class
BINARY SubClassOf C1456704 C1456609,
BINARY SubClassOf C1456704 C1456706
BINARY is C1456706 Class
BINARY SubClassOf C1456706 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456707 Class
BINARY SubClassOf C1456707 C1456706,
BINARY SubClassOf C1456707 C2362502
BINARY is C1456709 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456711 Class
BINARY SubClassOf C1456711 C1456601
BINARY is C1456712 Class
BINARY SubClassOf C1456712 C1456595
BINARY is C1456713 Class
BINARY SubClassOf C1456713 C1456611,
BINARY SubClassOf C1456713 C1456613,
BINARY SubClassOf C1456713 C2362508
BINARY is C1456714 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456715 Class
BINARY SubClassOf C1456715 C1832070,
BINARY SubClassOf C1456715 C2362498
BINARY is C1456718 Class
BINARY SubClassOf C1456718 C1832070,
BINARY SubClassOf C1456718 C2362498
BINARY is C1456720 Class
BINARY SubClassOf C1456720 C2362498,
BINARY SubClassOf C1456720 C2362503
BINARY is C1456721 Class
BINARY SubClassOf C1456721 C1456611,
BINARY SubClassOf C1456721 C2362498
BINARY is C1456722 Class
BINARY SubClassOf C1456722 C1257890,
BINARY SubClassOf C1456722 C2362498
BINARY is C1456822 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456829 Class
BINARY SubClassOf C1456829 C0043251,
BINARY SubClassOf C1456829 C1456595
BINARY is C1456834 Class
BINARY SubClassOf C1456834 C0043251,
BINARY SubClassOf C1456834 C1456595
BINARY is C1456846 Class
BINARY SubClassOf C1456846 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1456854 Class
BINARY SubClassOf C1456854 C0043251,
BINARY SubClassOf C1456854 C1456595
BINARY is C1456855 Class
BINARY SubClassOf C1456855 C0043251,
BINARY SubClassOf C1456855 C1456595
BINARY is C1456856 Class
BINARY SubClassOf C1456856 C0043251,
BINARY SubClassOf C1456856 C1456595
BINARY is C1456866 Class
BINARY SubClassOf C1456866 C0043251,
BINARY SubClassOf C1456866 C1456595
BINARY is C1456869 Class
BINARY SubClassOf C1456869 C0043251,
BINARY SubClassOf C1456869 C1456595
BINARY is C1456870 Class
BINARY SubClassOf C1456870 C0043251,
BINARY SubClassOf C1456870 C1456595
BINARY is C1457887 Class
BINARY SubClassOf C1457887 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1458140 Class
BINARY SubClassOf C1458140 C2362499
BINARY is C1458155 Class
BINARY is C1480908 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1504389 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1504421 Class
BINARY SubClassOf C1504421 C1456602,
BINARY SubClassOf C1504421 C2362499
BINARY is C1510417 Class
BINARY is C1510467 Class
BINARY is C1510586 Class
BINARY SubClassOf C1510586 C1832070,
BINARY SubClassOf C1510586 C2362498
BINARY is C1512511 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1513058 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1513907 Class
BINARY is C1516231 Class
BINARY is C1522449 Class
BINARY SubClassOf C1522449 C0006826,
BINARY SubClassOf C1522449 C2362504
BINARY is C1524060 Class
BINARY is C1527258 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1527336 Class
BINARY SubClassOf C1527336 C0020962,
BINARY SubClassOf C1527336 C1456595
BINARY is C1527383 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1532253 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1532338 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1536738 Class
BINARY SubClassOf C1536738 C2362498
BINARY is C1540912 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1546935 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1556061 Class
BINARY SubClassOf C1556061 C0043251
BINARY is C1561643 Class
BINARY SubClassOf C1561643 C1456596
BINARY is C1564560 Class
BINARY is C1565234 Class
BINARY is C1579361 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1611144 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1613950 Class
BINARY is C1615607 Class
BINARY is C1653690 Class
BINARY is C1659987 Class
BINARY SubClassOf C1659987 C0011849,
BINARY SubClassOf C1659987 C0014136,
BINARY SubClassOf C1659987 C1456609
BINARY is C1691228 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1696708 Class
BINARY is C1704272 Class
BINARY SubClassOf C1704272 C1963704
BINARY is C1704421 Class
BINARY SubClassOf C1704421 C1456601
BINARY is C1704436 Class
BINARY SubClassOf C1704436 C2362499
BINARY is C1720755 Class
BINARY SubClassOf C1720755 C2362498,
BINARY SubClassOf C1720755 C2362501
BINARY is C1720791 Class
BINARY is C1720824 Class
BINARY SubClassOf C1720824 C2362499
BINARY is C1720845 Class
BINARY is C1800706 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1828079 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1832070 Class
BINARY SubClassOf C1832070 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1955953 Class
BINARY is C1955988 Class
BINARY is C1955989 Class
BINARY is C1956344 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1956346 Class
BINARY SubClassOf C1956346 C0001792,
BINARY SubClassOf C1956346 C2362499
BINARY is C1956348 Class
BINARY is C1956391 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1956428 Class
BINARY is C1960195 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1960832 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1961102 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1962945 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1963704 Class
BINARY SubClassOf C1963704 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1998591 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1998926 Class
BINARY SubClassOf C1998926 C0012618
BINARY is C2004491 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2076600 Class
BINARY SubClassOf C2076600 C1456599,
BINARY SubClassOf C2076600 C3714514
BINARY is C2132198 Class
BINARY SubClassOf C2132198 C1456601
BINARY is C2224569 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2242472 Class
BINARY SubClassOf C2242472 C1456595,
BINARY SubClassOf C2242472 C3714514
BINARY is C2316810 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2350057 Class
BINARY SubClassOf C2350057 C0012618
BINARY is C2350591 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2350700 Class
BINARY is C2362317 Class
BINARY SubClassOf C2362317 C0700038,
BINARY SubClassOf C2362317 C1456602
BINARY is C2362320 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362324 Class
BINARY SubClassOf C2362324 C2362498,
BINARY SubClassOf C2362324 C2362501,
BINARY SubClassOf C2362324 C2362507
BINARY is C2362326 Class
BINARY SubClassOf C2362326 C0025266,
BINARY SubClassOf C2362326 C0043210,
BINARY SubClassOf C2362326 C0700038,
BINARY SubClassOf C2362326 C1456609,
BINARY SubClassOf C2362326 C1963704,
BINARY SubClassOf C2362326 C2362503
BINARY is C2362328 Class
BINARY SubClassOf C2362328 C1456611,
BINARY SubClassOf C2362328 C2362508
BINARY is C2362330 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362498 Class
BINARY SubClassOf C2362498 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362499 Class
BINARY SubClassOf C2362499 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362500 Class
BINARY SubClassOf C2362500 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362501 Class
BINARY SubClassOf C2362501 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362502 Class
BINARY SubClassOf C2362502 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362503 Class
BINARY SubClassOf C2362503 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362504 Class
BINARY SubClassOf C2362504 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362505 Class
BINARY SubClassOf C2362505 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362507 Class
BINARY SubClassOf C2362507 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362508 Class
BINARY SubClassOf C2362508 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362512 Class
BINARY SubClassOf C2362512 C3714514
BINARY is C2362515 Class
BINARY SubClassOf C2362515 C1832070
BINARY is C2362520 Class
BINARY SubClassOf C2362520 C1456611,
BINARY SubClassOf C2362520 C2362508
BINARY is C2362522 Class
BINARY SubClassOf C2362522 C2362501
BINARY is C2362525 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2362526 Class
BINARY SubClassOf C2362526 C1456601,
BINARY SubClassOf C2362526 C3714514
BINARY is C2362527 Class
BINARY SubClassOf C2362527 C1456609,
BINARY SubClassOf C2362527 C2362508
BINARY is C2362528 Class
BINARY SubClassOf C2362528 C0043210,
BINARY SubClassOf C2362528 C2362499
BINARY is C2362548 Class
BINARY SubClassOf C2362548 C0740858
BINARY is C2700255 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2718051 Class
BINARY SubClassOf C2718051 C1456610
BINARY is C2936316 Class
BINARY SubClassOf C2936316 C1257890,
BINARY SubClassOf C2936316 C1456613
BINARY is C2936350 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2937358 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2937421 Class
BINARY is C2939465 Class
BINARY SubClassOf C2939465 C1456603
BINARY is C2945606 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2963155 Class
BINARY SubClassOf C2963155 C2362498
BINARY is C2963157 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2963159 Class
BINARY SubClassOf C2963159 C0012618
BINARY is C2963160 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2963161 Class
BINARY SubClassOf C2963161 C0013216
BINARY is C2963162 Class
BINARY SubClassOf C2963162 C2362498
BINARY is C2963163 Class
BINARY SubClassOf C2963163 C0740858,
BINARY SubClassOf C2963163 C2362498
BINARY is C2963164 Class
BINARY SubClassOf C2963164 C0012618
BINARY is C2963170 Class
BINARY SubClassOf C2963170 C0700038,
BINARY SubClassOf C2963170 C1456602
BINARY is C2963171 Class
BINARY SubClassOf C2963171 C0001792,
BINARY SubClassOf C2963171 C1456609
BINARY is C2963175 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2963177 Class
BINARY SubClassOf C2963177 C2362498
BINARY is C2963178 Class
BINARY SubClassOf C2963178 C2362498,
BINARY SubClassOf C2963178 C2362501
BINARY is C2963182 Class
BINARY SubClassOf C2963182 C0020962
BINARY is C2963184 Class
BINARY SubClassOf C2963184 C1456602,
BINARY SubClassOf C2963184 C1456603
BINARY is C2963185 Class
BINARY SubClassOf C2963185 C0012618
BINARY is C2963186 Class
BINARY SubClassOf C2963186 C0025266,
BINARY SubClassOf C2963186 C1963704,
BINARY SubClassOf C2963186 C2362503
BINARY is C2963187 Class
BINARY SubClassOf C2963187 C0043210,
BINARY SubClassOf C2963187 C0700038,
BINARY SubClassOf C2963187 C2362503
BINARY is C2963191 Class
BINARY SubClassOf C2963191 C2362498
BINARY is C2963192 Class
BINARY SubClassOf C2963192 C2362498
BINARY is C2963193 Class
BINARY SubClassOf C2963193 C2362498,
BINARY SubClassOf C2963193 C2362501
BINARY is C2963194 Class
BINARY SubClassOf C2963194 C2362498
BINARY is C2963196 Class
BINARY SubClassOf C2963196 C1257890
BINARY is C2963197 Class
BINARY SubClassOf C2963197 C0012618
BINARY is C2963198 Class
BINARY SubClassOf C2963198 C0043210,
BINARY SubClassOf C2963198 C1456609
BINARY is C2973268 Class
BINARY SubClassOf C2973268 C1456609,
BINARY SubClassOf C2973268 C2362498
BINARY is C2973270 Class
BINARY SubClassOf C2973270 C1456609
BINARY is C2973725 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C2979982 Class
BINARY SubClassOf C2979982 C0043210,
BINARY SubClassOf C2979982 C0700038,
BINARY SubClassOf C2979982 C1457887
BINARY is C2985290 Class
BINARY is C2985459 Class
BINARY is C2987738 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3178892 Class
BINARY SubClassOf C3178892 C0043210,
BINARY SubClassOf C3178892 C0700038
BINARY is C3179503 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3241937 Class
BINARY SubClassOf C3241937 C0012240
BINARY is C3249873 Class
BINARY SubClassOf C3249873 C0043210,
BINARY SubClassOf C3249873 C1456602,
BINARY SubClassOf C3249873 C2362498
BINARY is C3251820 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3263723 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3463824 Class
BINARY SubClassOf C3463824 C0020962
BINARY is C3489393 Class
BINARY SubClassOf C3489393 C0012240
BINARY is C3494383 Class
BINARY is C3495449 Class
BINARY SubClassOf C3495449 C1456609
BINARY is C3495559 Class
BINARY SubClassOf C3495559 C0020962,
BINARY SubClassOf C3495559 C1456595,
BINARY SubClassOf C3495559 C2362498
BINARY is C3495801 Class
BINARY SubClassOf C3495801 C1456596,
BINARY SubClassOf C3495801 C1456599,
BINARY SubClassOf C3495801 C2362499
BINARY is C3503749 Class
BINARY SubClassOf C3503749 C1456602
BINARY is C3526553 Class
BINARY SubClassOf C3526553 C0020962
BINARY is C3534570 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3534573 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3534574 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3534575 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3534578 Class
BINARY SubClassOf C3534578 C0013216,
BINARY SubClassOf C3534578 C2362498
BINARY is C3534579 Class
BINARY SubClassOf C3534579 C0020962,
BINARY SubClassOf C3534579 C0043210
BINARY is C3534585 Class
BINARY SubClassOf C3534585 C0012240,
