BINARY is short Datatype
BINARY SubClassOf FBcv_0007528 (PATO_0001236_and_(RO_0000052_some_GO_0008345)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007529 Class
BINARY equiv FBcv_0007529 BFO_0000051_some
BINARY equiv FBcv_0007529 (PATO_0001236_and_(RO_0000052_some_GO_0008344)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007529 FBcv_0000414,
BINARY SubClassOf FBcv_0007529 BFO_0000051_some
BINARY SubClassOf FBcv_0007529 (PATO_0001236_and_(RO_0000052_some_GO_0008344)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007530 Class
BINARY equiv FBcv_0007530 BFO_0000051_some
BINARY equiv FBcv_0007530 (PATO_0015004_and_(RO_0000052_some_GO_0007612)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007530 FBcv_0000397,
BINARY SubClassOf FBcv_0007530 BFO_0000051_some
BINARY SubClassOf FBcv_0007530 (PATO_0015004_and_(RO_0000052_some_GO_0007612)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007531 Class
BINARY equiv FBcv_0007531 BFO_0000051_some
BINARY equiv FBcv_0007531 (PATO_0015003_and_(RO_0000052_some_GO_0007612)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007531 FBcv_0000397,
BINARY SubClassOf FBcv_0007531 BFO_0000051_some
BINARY SubClassOf FBcv_0007531 (PATO_0015003_and_(RO_0000052_some_GO_0007612)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007532 Class
BINARY equiv FBcv_0007532 BFO_0000051_some
BINARY equiv FBcv_0007532 (PATO_0000912_and_(RO_0000052_some_GO_0007635)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007532 FBcv_0000403,
BINARY SubClassOf FBcv_0007532 BFO_0000051_some
BINARY SubClassOf FBcv_0007532 (PATO_0000912_and_(RO_0000052_some_GO_0007635)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007533 Class
BINARY SubClassOf FBcv_0007533 FBcv_0000680,
BINARY SubClassOf FBcv_0007533 FBcv_0007532
BINARY is FBcv_0007534 Class
BINARY equiv FBcv_0007534 BFO_0000051_some
BINARY equiv FBcv_0007534 (PATO_0000912_and_(RO_0000052_some_GO_0007625)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007534 FBcv_0000420,
BINARY SubClassOf FBcv_0007534 BFO_0000051_some
BINARY SubClassOf FBcv_0007534 (PATO_0000912_and_(RO_0000052_some_GO_0007625)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007535 Class
BINARY equiv FBcv_0007535 BFO_0000051_some
BINARY equiv FBcv_0007535 (PATO_0000912_and_(RO_0000052_some_GO_0007626)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007535 FBcv_0000414,
BINARY SubClassOf FBcv_0007535 BFO_0000051_some
BINARY SubClassOf FBcv_0007535 (PATO_0000912_and_(RO_0000052_some_GO_0007626)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007537 Class
BINARY SubClassOf FBcv_0007537 FBcv_0007528,
BINARY SubClassOf FBcv_0007537 FBcv_0007535
BINARY is FBcv_0007538 Class
BINARY SubClassOf FBcv_0007538 FBcv_0007529,
BINARY SubClassOf FBcv_0007538 FBcv_0007535
BINARY is FBcv_0007539 Class
BINARY equiv FBcv_0007539 BFO_0000051_some
BINARY equiv FBcv_0007539 (PATO_0000912_and_(RO_0000052_some_GO_0007617)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007539 FBcv_0000721,
BINARY SubClassOf FBcv_0007539 BFO_0000051_some
BINARY SubClassOf FBcv_0007539 (PATO_0000912_and_(RO_0000052_some_GO_0007617)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007540 Class
BINARY SubClassOf FBcv_0007540 FBcv_0000399,
BINARY SubClassOf FBcv_0007540 FBcv_0007539
BINARY is FBcv_0007542 Class
BINARY SubClassOf FBcv_0007542 FBcv_0000720
BINARY is FBcv_0007543 Class
BINARY SubClassOf FBcv_0007543 FBcv_0006000,
BINARY SubClassOf FBcv_0007543 FBcv_0007539
BINARY is FBcv_0007544 Class
BINARY equiv FBcv_0007544 BFO_0000051_some
BINARY equiv FBcv_0007544 (PATO_0000911_and_(RO_0000052_some_GO_0007635)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007544 FBcv_0000403,
BINARY SubClassOf FBcv_0007544 BFO_0000051_some
BINARY SubClassOf FBcv_0007544 (PATO_0000911_and_(RO_0000052_some_GO_0007635)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007545 Class
BINARY SubClassOf FBcv_0007545 FBcv_0000680,
BINARY SubClassOf FBcv_0007545 FBcv_0007544
BINARY is FBcv_0007546 Class
BINARY equiv FBcv_0007546 BFO_0000051_some
BINARY equiv FBcv_0007546 (PATO_0000911_and_(RO_0000052_some_GO_0007625)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007546 FBcv_0000420,
BINARY SubClassOf FBcv_0007546 BFO_0000051_some
BINARY SubClassOf FBcv_0007546 (PATO_0000911_and_(RO_0000052_some_GO_0007625)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007547 Class
BINARY equiv FBcv_0007547 BFO_0000051_some
BINARY equiv FBcv_0007547 (PATO_0000911_and_(RO_0000052_some_GO_0007626)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007547 FBcv_0000414,
BINARY SubClassOf FBcv_0007547 BFO_0000051_some
BINARY SubClassOf FBcv_0007547 (PATO_0000911_and_(RO_0000052_some_GO_0007626)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007549 Class
BINARY SubClassOf FBcv_0007549 FBcv_0007528,
BINARY SubClassOf FBcv_0007549 FBcv_0007547
BINARY is FBcv_0007550 Class
BINARY SubClassOf FBcv_0007550 FBcv_0007529,
BINARY SubClassOf FBcv_0007550 FBcv_0007547
BINARY is FBcv_0007551 Class
BINARY equiv FBcv_0007551 BFO_0000051_some
BINARY equiv FBcv_0007551 (PATO_0000911_and_(RO_0000052_some_GO_0007617)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007551 FBcv_0000721,
BINARY SubClassOf FBcv_0007551 BFO_0000051_some
BINARY SubClassOf FBcv_0007551 (PATO_0000911_and_(RO_0000052_some_GO_0007617)_and_(RO_0002573_some_PATO_0000460)),
BINARY SubClassOf FBcv_0007551 BFO_0000051_only
BINARY SubClassOf FBcv_0007551 (PATO_0001236_and_(RO_0000052_some_GO_0009266)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007552 Class
BINARY SubClassOf FBcv_0007552 FBcv_0000399,
BINARY SubClassOf FBcv_0007552 FBcv_0007551
BINARY is FBcv_0007554 Class
BINARY SubClassOf FBcv_0007554 FBcv_0000720
BINARY is FBcv_0007555 Class
BINARY SubClassOf FBcv_0007555 FBcv_0006000,
BINARY SubClassOf FBcv_0007555 FBcv_0007551
BINARY is FBdv_00005289 Class
BINARY is FBdv_00005336 Class
BINARY is FBdv_00007001 Class
BINARY is FBdv_00007025 Class
BINARY is FBdv_00007026 Class
BINARY is GO_0000278 Class
BINARY is GO_0000910 Class
BINARY is GO_0001736 Class
BINARY is GO_0006281 Class
BINARY is GO_0006950 Class
BINARY is GO_0006955 Class
BINARY is GO_0006970 Class
BINARY is GO_0006979 Class
BINARY is GO_0007049 Class
BINARY is GO_0007113 Class
BINARY is GO_0007155 Class
BINARY is GO_0007530 Class
BINARY is GO_0007562 Class
BINARY is GO_0007600 Class
BINARY is GO_0007605 Class
BINARY is GO_0007608 Class
BINARY is GO_0007612 Class
BINARY is GO_0007613 Class
BINARY is GO_0007614 Class
BINARY is GO_0007615 Class
BINARY is GO_0007616 Class
BINARY is GO_0007617 Class
BINARY is GO_0007618 Class
BINARY is GO_0007619 Class
BINARY is GO_0007620 Class
BINARY is GO_0007623 Class
BINARY is GO_0007625 Class
BINARY is GO_0007626 Class
BINARY is GO_0007630 Class
BINARY is GO_0007631 Class
BINARY is GO_0007632 Class
BINARY is GO_0007634 Class
BINARY is GO_0007635 Class
BINARY is GO_0007637 Class
BINARY is GO_0008062 Class
BINARY is GO_0008219 Class
BINARY is GO_0008344 Class
BINARY is GO_0008345 Class
BINARY is GO_0009266 Class
BINARY is GO_0009408 Class
BINARY is GO_0009409 Class
BINARY is GO_0009798 Class
BINARY is GO_0009950 Class
BINARY is GO_0016049 Class
BINARY is GO_0016477 Class
BINARY is GO_0018991 Class
BINARY is GO_0030431 Class
BINARY is GO_0032502 Class
BINARY is GO_0035187 Class
BINARY is GO_0035648 Class
BINARY is GO_0042060 Class
BINARY is GO_0042331 Class
BINARY is GO_0042594 Class
BINARY is GO_0043052 Class
BINARY is GO_0043153 Class
BINARY is GO_0045475 Class
BINARY is GO_0048060 Class
BINARY is GO_0048265 Class
BINARY is GO_0048512 Class
BINARY is GO_0050879 Class
BINARY is GO_0050909 Class
BINARY is GO_0050953 Class
BINARY is GO_0050975 Class
BINARY is GO_0051301 Class
BINARY is GO_0051321 Class
BINARY is GO_0055115 Class
BINARY is GO_0055116 Class
BINARY is GO_0060361 Class
BINARY is GO_0072375 Class
BINARY is NBO_0000016 Class
BINARY is NBO_0000332 Class
BINARY is NBO_0000339 Class
BINARY is PATO_0000001 Class
BINARY is PATO_0000052 Class
BINARY is PATO_0000070 Class
BINARY is PATO_0000117 Class
BINARY is PATO_0000125 Class
BINARY is PATO_0000161 Class
BINARY is PATO_0000422 Class
BINARY is PATO_0000460 Class
BINARY is PATO_0000462 Class
BINARY is PATO_0000470 Class
BINARY is PATO_0000586 Class
BINARY is PATO_0000587 Class
BINARY is PATO_0000644 Class
BINARY is PATO_0000645 Class
BINARY is PATO_0000718 Class
BINARY is PATO_0000890 Class
BINARY is PATO_0000892 Class
BINARY is PATO_0000911 Class
BINARY is PATO_0000912 Class
BINARY is PATO_0000956 Class
BINARY is PATO_0001236 Class
BINARY is PATO_0001562 Class
BINARY is PATO_0001563 Class
BINARY is PATO_0001623 Class
BINARY is PATO_0001650 Class
BINARY is PATO_0001651 Class
BINARY is PATO_0001695 Class
BINARY is PATO_0001696 Class
BINARY is PATO_0001760 Class
BINARY is PATO_0001761 Class
BINARY is PATO_0001762 Class
BINARY is PATO_0001763 Class
BINARY is PATO_0001767 Class
BINARY is PATO_0001769 Class
BINARY is PATO_0001862 Class
BINARY is PATO_0001997 Class
BINARY is PATO_0002011 Class
BINARY is PATO_0002051 Class
BINARY is PATO_0002052 Class
BINARY is PATO_0002247 Class
BINARY is PATO_0015003 Class
BINARY is PATO_0015004 Class
BINARY is PATO_0055005 Class
BINARY is PATO_0055006 Class
BINARY is EFO_0022597 Class
BINARY is www.w3.org/2002/07/# Class
