www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
06N40Z is Class.
www.w3.org/2000/01/-schema# is Annotations.
Thing is www.w3.org/2002/07/#.
LION 0090630 SubClassOf LION 0022274,.
LION 0090630 SubClassOf LION 0022275,.
LION 0090630 SubClassOf LION 0090844.
LION 0090643 is Class.
LION 0090643 SubClassOf LION 0022275,.
LION 0090643 SubClassOf LION 0090845.
LION 0090644 is Class.
LION 0090644 SubClassOf LION 0022275,.
LION 0090644 SubClassOf LION 0022276,.
LION 0090644 SubClassOf LION 0090846.
LION 0090645 is Class.
LION 0090645 SubClassOf LION 0022275,.
LION 0090645 SubClassOf LION 0022277,.
LION 0090645 SubClassOf LION 0090847.
LION 0090646 is Class.
LION 0090646 SubClassOf LION 0022275,.
LION 0090646 SubClassOf LION 0022278,.
LION 0090646 SubClassOf LION 0090848.
LION 0090647 is Class.
LION 0090647 SubClassOf LION 0022275,.
LION 0090647 SubClassOf LION 0022279,.
LION 0090647 SubClassOf LION 0090849.
LION 0090648 is Class.
LION 0090648 SubClassOf LION 0022275.
LION 0090649 is Class.
LION 0090649 SubClassOf LION 0022275.
LION 0090650 is Class.
LION 0090650 SubClassOf LION 0022275.
LION 0090651 is Class.
LION 0090651 SubClassOf LION 0022275.
LION 0090652 is Class.
LION 0090652 SubClassOf LION 0022275.
LION 0090653 is Class.
LION 0090653 SubClassOf LION 0022275.
LION 0090654 is Class.
LION 0090654 SubClassOf LION 0022275.
LION 0090655 is Class.
LION 0090655 SubClassOf LION 0022275.
LION 0090703 is Class.
LION 0090703 SubClassOf LION 0090875.
LION 0090709 is Class.
LION 0090709 SubClassOf LION 0090875.
LION 0090714 is Class.
LION 0090714 SubClassOf LION 0090875.
LION 0090735 is Class.
LION 0090735 SubClassOf LION 0000048.
LION 0090745 is Class.
LION 0090745 SubClassOf LION 0000048.
LION 0090752 is Class.
LION 0090752 SubClassOf LION 0000048.
LION 0090754 is Class.
LION 0090754 SubClassOf LION 0000048.
LION 0090805 is Class.
LION 0090805 SubClassOf LION 0000048.
LION 0090842 is Class.
LION 0090843 is Class.
LION 0090844 is Class.
LION 0090845 is Class.
LION 0090846 is Class.
LION 0090847 is Class.
LION 0090848 is Class.
LION 0090849 is Class.
LION 0090875 is Class.
LION 0090875 SubClassOf LION 0000048.
LION 0090890 is Class.
LION 0090890 SubClassOf LION 0022230.
LION 0090895 is Class.
LION 0090895 SubClassOf LION 0022241.
LION 0090897 is Class.
LION 0090897 SubClassOf LION 0022245.
LION 0090901 is Class.
LION 0090901 SubClassOf LION 0022262.
LION 0090902 is Class.
LION 0090902 SubClassOf LION 0022263.
LION 0090904 is Class.
LION 0090904 SubClassOf LION 0022265.
LION 0090905 is Class.
LION 0090905 SubClassOf LION 0022266.
LION 0090908 is Class.
LION 0090908 SubClassOf LION 0022269.
LION 0090913 is Class.
LION 0090913 SubClassOf LION 0092575.
LION 0090914 is Class.
LION 0090914 SubClassOf LION 0022275.
LION 0090924 is Class.
LION 0090924 SubClassOf LION 0022230.
LION 0090934 is Class.
LION 0090934 SubClassOf LION 0022241.
LION 0090936 is Class.
LION 0090936 SubClassOf LION 0022245.
LION 0090945 is Class.
LION 0090945 SubClassOf LION 0022262.
LION 0090946 is Class.
LION 0090946 SubClassOf LION 0022263.
LION 0090948 is Class.
LION 0090948 SubClassOf LION 0022265.
LION 0090956 is Class.
LION 0090956 SubClassOf LION 0022266.
LION 0090959 is Class.
LION 0090959 SubClassOf LION 0022269.
LION 0090964 is Class.
LION 0090964 SubClassOf LION 0092575.
LION 0090971 is Class.
LION 0090971 SubClassOf LION 0000375.
LION 0090972 is Class.
LION 0090972 SubClassOf LION 0000374,.
LION 0090972 SubClassOf LION 0022223,.
LION 0090972 SubClassOf LION 0022275.
LION 0090987 is Class.
LION 0090987 SubClassOf LION 0022230.
LION 0090991 is Class.
LION 0090991 SubClassOf LION 0022241.
LION 0090993 is Class.
LION 0090993 SubClassOf LION 0022245.
LION 0090996 is Class.
LION 0090996 SubClassOf LION 0022262.
LION 0090997 is Class.
LION 0090997 SubClassOf LION 0022263.
LION 0090999 is Class.
LION 0090999 SubClassOf LION 0022265.
LION 0091000 is Class.
LION 0091000 SubClassOf LION 0022266.
LION 0091002 is Class.
LION 0091002 SubClassOf LION 0092575.
LION 0091003 is Class.
LION 0091003 SubClassOf LION 0022269.
LION 0091009 is Class.
LION 0091009 SubClassOf LION 0022275.
LION 0091017 is Class.
LION 0091017 SubClassOf LION 0022230.
LION 0091027 is Class.
LION 0091027 SubClassOf LION 0022241.
LION 0091029 is Class.
LION 0091029 SubClassOf LION 0022245.
LION 0091038 is Class.
LION 0091038 SubClassOf LION 0022262.
LION 0091039 is Class.
LION 0091039 SubClassOf LION 0022263.
LION 0091041 is Class.
LION 0091041 SubClassOf LION 0022265.
LION 0091049 is Class.
LION 0091049 SubClassOf LION 0022266.
LION 0091050 is Class.
LION 0091050 SubClassOf LION 0092575.
LION 0091052 is Class.
LION 0091052 SubClassOf LION 0022269.
LION 0091056 is Class.
LION 0091056 SubClassOf LION 0000375.
LION 0091065 is Class.
LION 0091065 SubClassOf LION 0022275.
LION 0091079 is Class.
LION 0091079 SubClassOf LION 0022230.
LION 0091089 is Class.
LION 0091089 SubClassOf LION 0022241.
LION 0091091 is Class.
LION 0091091 SubClassOf LION 0022245.
LION 0091100 is Class.
LION 0091100 SubClassOf LION 0022262.
LION 0091101 is Class.
LION 0091101 SubClassOf LION 0022263.
LION 0091103 is Class.
LION 0091103 SubClassOf LION 0022265.
LION 0091106 is Class.
LION 0091106 SubClassOf LION 0092575.
LION 0091111 is Class.
LION 0091111 SubClassOf LION 0022266.
LION 0091113 is Class.
LION 0091113 SubClassOf LION 0000375.
LION 0091114 is Class.
LION 0091114 SubClassOf LION 0022269.
LION 0091127 is Class.
LION 0091127 SubClassOf LION 0000378,.
LION 0091127 SubClassOf LION 0022229,.
LION 0091127 SubClassOf LION 0022275.
LION 0091140 is Class.
LION 0091140 SubClassOf LION 0022230.
LION 0091141 is Class.
LION 0091141 SubClassOf LION 0022230.
LION 0091142 is Class.
LION 0091142 SubClassOf LION 0022230.
LION 0091143 is Class.
LION 0091143 SubClassOf LION 0022230.
LION 0091144 is Class.
LION 0091144 SubClassOf LION 0022230.
LION 0091145 is Class.
LION 0091145 SubClassOf LION 0013289,.
LION 0091145 SubClassOf LION 0022230,.
LION 0091145 SubClassOf LION 0022236.
LION 0091146 is Class.
LION 0091146 SubClassOf LION 0022230.
LION 0091147 is Class.
LION 0091147 SubClassOf LION 0022230.
LION 0091148 is Class.
LION 0091148 SubClassOf LION 0022230.
LION 0091149 is Class.
LION 0091149 SubClassOf LION 0022230.
LION 0091150 is Class.
LION 0091150 SubClassOf LION 0022230,.
LION 0091150 SubClassOf LION 0022241.
LION 0091151 is Class.
LION 0091151 SubClassOf LION 0022230.
LION 0091152 is Class.
LION 0091152 SubClassOf LION 0022230,.
LION 0091152 SubClassOf LION 0022245.
LION 0091153 is Class.
LION 0091153 SubClassOf LION 0022230.
LION 0091154 is Class.
LION 0091154 SubClassOf LION 0022230.
LION 0091155 is Class.
LION 0091155 SubClassOf LION 0022230.
LION 0091156 is Class.
LION 0091156 SubClassOf LION 0022230.
LION 0091157 is Class.
LION 0091157 SubClassOf LION 0022230.
LION 0091158 is Class.
LION 0091158 SubClassOf LION 0022230.
LION 0091159 is Class.
LION 0091159 SubClassOf LION 0022230.
LION 0091160 is Class.
LION 0091160 SubClassOf LION 0022230.
LION 0091161 is Class.
LION 0091161 SubClassOf LION 0022230,.
LION 0091161 SubClassOf LION 0022262.
LION 0091162 is Class.
LION 0091162 SubClassOf LION 0022230,.
LION 0091162 SubClassOf LION 0022263.
LION 0091163 is Class.
LION 0091163 SubClassOf LION 0022230.
LION 0091164 is Class.
LION 0091164 SubClassOf LION 0022230,.
LION 0091164 SubClassOf LION 0022265.
LION 0091165 is Class.
LION 0091165 SubClassOf LION 0022230.
LION 0091166 is Class.
LION 0091166 SubClassOf LION 0022230,.
LION 0091166 SubClassOf LION 0092575.
LION 0091167 is Class.
LION 0091167 SubClassOf LION 0022230.
LION 0091168 is Class.
LION 0091168 SubClassOf LION 0022230.
LION 0091169 is Class.
LION 0091169 SubClassOf LION 0022230.
LION 0091170 is Class.
LION 0091170 SubClassOf LION 0022230.
LION 0091171 is Class.
LION 0091171 SubClassOf LION 0022230.
LION 0091172 is Class.
LION 0091172 SubClassOf LION 0022230,.
LION 0091172 SubClassOf LION 0022266.
LION 0091173 is Class.
LION 0091173 SubClassOf LION 0000375,.
LION 0091173 SubClassOf LION 0022230.
LION 0091174 is Class.
LION 0091174 SubClassOf LION 0022230.
LION 0091175 is Class.
LION 0091175 SubClassOf LION 0000373,.
LION 0091175 SubClassOf LION 0022230,.
LION 0091175 SubClassOf LION 0022269.
LION 0091176 is Class.
LION 0091176 SubClassOf LION 0022230.
LION 0091177 is Class.
LION 0091177 SubClassOf LION 0022230.
LION 0091178 is Class.
LION 0091178 SubClassOf LION 0022230.
LION 0091179 is Class.
LION 0091179 SubClassOf LION 0022230.
LION 0091180 is Class.
LION 0091180 SubClassOf LION 0022230.
LION 0091181 is Class.
LION 0091181 SubClassOf LION 0022230.
LION 0091182 is Class.
LION 0091182 SubClassOf LION 0022230.
LION 0091183 is Class.
LION 0091183 SubClassOf LION 0022230.
LION 0091184 is Class.
LION 0091184 SubClassOf LION 0022230.
LION 0091185 is Class.
LION 0091185 SubClassOf LION 0022230.
LION 0091186 is Class.
LION 0091186 SubClassOf LION 0022230.
LION 0091187 is Class.
LION 0091187 SubClassOf LION 0022230.
LION 0091188 is Class.
LION 0091188 SubClassOf LION 0000377,.
LION 0091188 SubClassOf LION 0022230,.
LION 0091188 SubClassOf LION 0022275.
LION 0091189 is Class.
LION 0091189 SubClassOf LION 0022230.
LION 0091190 is Class.
LION 0091190 SubClassOf LION 0022230.
LION 0091191 is Class.
LION 0091191 SubClassOf LION 0022230.
LION 0091192 is Class.
LION 0091192 SubClassOf LION 0013303,.
LION 0091192 SubClassOf LION 0022230,.
LION 0091192 SubClassOf LION 0022279.
LION 0091193 is Class.
LION 0091193 SubClassOf LION 0022230.
LION 0091194 is Class.
LION 0091194 SubClassOf LION 0022230.
LION 0091195 is Class.
LION 0091195 SubClassOf LION 0022230.
LION 0091196 is Class.
LION 0091196 SubClassOf LION 0022230.
LION 0091197 is Class.
LION 0091197 SubClassOf LION 0022230.
LION 0091198 is Class.
LION 0091198 SubClassOf LION 0022230.
LION 0091199 is Class.
LION 0091199 SubClassOf LION 0022230.
LION 0091200 is Class.
LION 0091200 SubClassOf LION 0022230.
LION 0091204 is Class.
LION 0091204 SubClassOf LION 0022241.
LION 0091206 is Class.
LION 0091206 SubClassOf LION 0022245.
LION 0091209 is Class.
LION 0091209 SubClassOf LION 0022262.
LION 0091210 is Class.
LION 0091210 SubClassOf LION 0022263,.
LION 0091210 SubClassOf LION 0092575.
LION 0091212 is Class.
LION 0091212 SubClassOf LION 0022265.
LION 0091213 is Class.
LION 0091213 SubClassOf LION 0022266.
LION 0091216 is Class.
LION 0091216 SubClassOf LION 0022269.
LION 0091222 is Class.
LION 0091222 SubClassOf LION 0022275.
LION 0091231 is Class.
LION 0091231 SubClassOf LION 0022241.
LION 0091233 is Class.
LION 0091233 SubClassOf LION 0022245.
LION 0091236 is Class.
LION 0091236 SubClassOf LION 0022262,.
LION 0091236 SubClassOf LION 0092575.
LION 0091237 is Class.
LION 0091237 SubClassOf LION 0022263.
LION 0091239 is Class.
LION 0091239 SubClassOf LION 0022265.
LION 0091240 is Class.
LION 0091240 SubClassOf LION 0022266.
LION 0091243 is Class.
LION 0091243 SubClassOf LION 0022269.
LION 0091249 is Class.
LION 0091249 SubClassOf LION 0022275.
LION 0091255 is Class.
LION 0091255 SubClassOf LION 0000497,.
LION 0091255 SubClassOf LION 0022231.
LION 0091262 is Class.
LION 0091262 SubClassOf LION 0022241.
LION 0091264 is Class.
LION 0091264 SubClassOf LION 0022245.
LION 0091268 is Class.
LION 0091268 SubClassOf LION 0092575.
LION 0091273 is Class.
LION 0091273 SubClassOf LION 0022262.
LION 0091274 is Class.
LION 0091274 SubClassOf LION 0000375,.
LION 0091274 SubClassOf LION 0022263.
LION 0091275 is Class.
LION 0091275 SubClassOf LION 0000374,.
LION 0091275 SubClassOf LION 0022231,.
LION 0091275 SubClassOf LION 0022264.
LION 0091276 is Class.
LION 0091276 SubClassOf LION 0022265.
LION 0091284 is Class.
LION 0091284 SubClassOf LION 0022266.
LION 0091287 is Class.
LION 0091287 SubClassOf LION 0022269.
LION 0091300 is Class.
LION 0091300 SubClassOf LION 0000382,.
LION 0091300 SubClassOf LION 0022231,.
LION 0091300 SubClassOf LION 0022275.
LION 0091319 is Class.
LION 0091319 SubClassOf LION 0022241.
LION 0091321 is Class.
LION 0091321 SubClassOf LION 0022245.
LION 0091324 is Class.
LION 0091324 SubClassOf LION 0092575.
LION 0091330 is Class.
LION 0091330 SubClassOf LION 0000375,.
LION 0091330 SubClassOf LION 0022262.
LION 0091331 is Class.
LION 0091331 SubClassOf LION 0022263.
LION 0091333 is Class.
LION 0091333 SubClassOf LION 0022265.
LION 0091341 is Class.
LION 0091341 SubClassOf LION 0022266.
LION 0091344 is Class.
LION 0091344 SubClassOf LION 0022269.
LION 0091357 is Class.
LION 0091357 SubClassOf LION 0000381,.
LION 0091357 SubClassOf LION 0022234,.
LION 0091357 SubClassOf LION 0022275.
LION 0091358 is Class.
LION 0091358 SubClassOf LION 0013306,.
LION 0091358 SubClassOf LION 0022234,.
LION 0091358 SubClassOf LION 0022276.
LION 0091375 is Class.
LION 0091375 SubClassOf LION 0022241.
LION 0091377 is Class.
LION 0091377 SubClassOf LION 0022245.
LION 0091379 is Class.
LION 0091379 SubClassOf LION 0092575.
LION 0091385 is Class.
LION 0091385 SubClassOf LION 0000375,.
LION 0091385 SubClassOf LION 0022236,.
LION 0091385 SubClassOf LION 0022261.
LION 0091386 is Class.
LION 0091386 SubClassOf LION 0022262.
LION 0091387 is Class.
LION 0091387 SubClassOf LION 0022263.
LION 0091389 is Class.
LION 0091389 SubClassOf LION 0022265.
LION 0091397 is Class.
LION 0091397 SubClassOf LION 0022266.
LION 0091400 is Class.
LION 0091400 SubClassOf LION 0022269.
LION 0091413 is Class.
LION 0091413 SubClassOf LION 0013306,.
LION 0091413 SubClassOf LION 0022236,.
LION 0091413 SubClassOf LION 0022275.
LION 0091426 is Class.
LION 0091426 SubClassOf LION 0022241.
LION 0091428 is Class.
LION 0091428 SubClassOf LION 0022245,.
LION 0091428 SubClassOf LION 0092575.
LION 0091431 is Class.
LION 0091431 SubClassOf LION 0022262.
LION 0091432 is Class.
LION 0091432 SubClassOf LION 0022263.
LION 0091434 is Class.
LION 0091434 SubClassOf LION 0022265.
LION 0091435 is Class.
LION 0091435 SubClassOf LION 0022266.
LION 0091438 is Class.
LION 0091438 SubClassOf LION 0022269.
LION 0091444 is Class.
LION 0091444 SubClassOf LION 0022275.
LION 0091450 is Class.
LION 0091450 SubClassOf LION 0022241.
LION 0091451 is Class.
LION 0091451 SubClassOf LION 0092575.
LION 0091452 is Class.
LION 0091452 SubClassOf LION 0022245.
LION 0091455 is Class.
LION 0091455 SubClassOf LION 0022262.
LION 0091456 is Class.
LION 0091456 SubClassOf LION 0022263.
LION 0091458 is Class.
LION 0091458 SubClassOf LION 0022265.
LION 0091459 is Class.
LION 0091459 SubClassOf LION 0022266.
LION 0091462 is Class.
LION 0091462 SubClassOf LION 0022269.
LION 0091468 is Class.
LION 0091468 SubClassOf LION 0022275.
LION 0091474 is Class.
LION 0091474 SubClassOf LION 0022241,.
LION 0091474 SubClassOf LION 0092575.
LION 0091476 is Class.
LION 0091476 SubClassOf LION 0022245.
LION 0091479 is Class.
LION 0091479 SubClassOf LION 0022262.
LION 0091480 is Class.
LION 0091480 SubClassOf LION 0022263.
LION 0091482 is Class.
LION 0091482 SubClassOf LION 0022265.
LION 0091483 is Class.
LION 0091483 SubClassOf LION 0022266.
LION 0091486 is Class.
LION 0091486 SubClassOf LION 0022269.
LION 0091492 is Class.
LION 0091492 SubClassOf LION 0022275.
LION 0091498 is Class.
LION 0091498 SubClassOf LION 0022241.
LION 0091500 is Class.
LION 0091500 SubClassOf LION 0022245.
LION 0091503 is Class.
LION 0091503 SubClassOf LION 0022262.
LION 0091504 is Class.
LION 0091504 SubClassOf LION 0022263.
LION 0091506 is Class.
LION 0091506 SubClassOf LION 0022265.
LION 0091507 is Class.
LION 0091507 SubClassOf LION 0022266.
LION 0091510 is Class.
LION 0091510 SubClassOf LION 0022269.
LION 0091516 is Class.
LION 0091516 SubClassOf LION 0022275.
LION 0091522 is Class.
LION 0091522 SubClassOf LION 0022241.
LION 0091523 is Class.
LION 0091523 SubClassOf LION 0022241.
LION 0091524 is Class.
LION 0091524 SubClassOf LION 0000375,.
LION 0091524 SubClassOf LION 0022241,.
LION 0091524 SubClassOf LION 0022245.
LION 0091525 is Class.
LION 0091525 SubClassOf LION 0022241.
LION 0091526 is Class.
LION 0091526 SubClassOf LION 0022241.
LION 0091527 is Class.
LION 0091527 SubClassOf LION 0022241.
LION 0091528 is Class.
LION 0091528 SubClassOf LION 0022241.
LION 0091529 is Class.
LION 0091529 SubClassOf LION 0022241.
LION 0091530 is Class.
LION 0091530 SubClassOf LION 0022241.
LION 0091531 is Class.
LION 0091531 SubClassOf LION 0022241.
LION 0091532 is Class.
LION 0091532 SubClassOf LION 0022241.
LION 0091533 is Class.
LION 0091533 SubClassOf LION 0022241,.
LION 0091533 SubClassOf LION 0022262.
LION 0091534 is Class.
LION 0091534 SubClassOf LION 0022241,.
LION 0091534 SubClassOf LION 0022263.
LION 0091535 is Class.
LION 0091535 SubClassOf LION 0022241.
LION 0091536 is Class.
LION 0091536 SubClassOf LION 0022241,.
LION 0091536 SubClassOf LION 0022265.
LION 0091537 is Class.
LION 0091537 SubClassOf LION 0022241.
LION 0091538 is Class.
LION 0091538 SubClassOf LION 0022241.
LION 0091539 is Class.
LION 0091539 SubClassOf LION 0022241.
LION 0091540 is Class.
LION 0091540 SubClassOf LION 0022241.
LION 0091541 is Class.
LION 0091541 SubClassOf LION 0022241.
LION 0091542 is Class.
LION 0091542 SubClassOf LION 0022241.
LION 0091543 is Class.
LION 0091543 SubClassOf LION 0022241.
LION 0091544 is Class.
LION 0091544 SubClassOf LION 0022241,.
LION 0091544 SubClassOf LION 0022266.
LION 0091545 is Class.
LION 0091545 SubClassOf LION 0000516,.
LION 0091545 SubClassOf LION 0022241,.
LION 0091545 SubClassOf LION 0022267.
LION 0091546 is Class.
LION 0091546 SubClassOf LION 0022241.
LION 0091547 is Class.
LION 0091547 SubClassOf LION 0022241,.
LION 0091547 SubClassOf LION 0022269.
LION 0091548 is Class.
LION 0091548 SubClassOf LION 0022241.
LION 0091549 is Class.
LION 0091549 SubClassOf LION 0022241.
LION 0091550 is Class.
LION 0091550 SubClassOf LION 0022241.
LION 0091551 is Class.
LION 0091551 SubClassOf LION 0022241.
LION 0091552 is Class.
LION 0091552 SubClassOf LION 0022241.
LION 0091553 is Class.
LION 0091553 SubClassOf LION 0022241.
LION 0091554 is Class.
LION 0091554 SubClassOf LION 0022241.
LION 0091555 is Class.
LION 0091555 SubClassOf LION 0022241.
LION 0091556 is Class.
LION 0091556 SubClassOf LION 0022241.
LION 0091557 is Class.
LION 0091557 SubClassOf LION 0022241.
LION 0091558 is Class.
LION 0091558 SubClassOf LION 0000387,.
LION 0091558 SubClassOf LION 0022241,.
LION 0091558 SubClassOf LION 0022273.
LION 0091559 is Class.
LION 0091559 SubClassOf LION 0022241.
LION 0091560 is Class.
LION 0091560 SubClassOf LION 0000386,.
LION 0091560 SubClassOf LION 0022241,.
LION 0091560 SubClassOf LION 0022275.
LION 0091561 is Class.
LION 0091561 SubClassOf LION 0022241.
LION 0091562 is Class.
LION 0091562 SubClassOf LION 0022241.
LION 0091563 is Class.
LION 0091563 SubClassOf LION 0022241.
LION 0091564 is Class.
LION 0091564 SubClassOf LION 0022241.
LION 0091565 is Class.
LION 0091565 SubClassOf LION 0022241.
LION 0091566 is Class.
LION 0091566 SubClassOf LION 0022241.
LION 0091567 is Class.
LION 0091567 SubClassOf LION 0022241.
LION 0091568 is Class.
LION 0091568 SubClassOf LION 0022241.
LION 0091569 is Class.
LION 0091569 SubClassOf LION 0022241.
LION 0091570 is Class.
LION 0091570 SubClassOf LION 0022241.
LION 0091571 is Class.
LION 0091571 SubClassOf LION 0022241.
LION 0091572 is Class.
LION 0091572 SubClassOf LION 0022241.
LION 0091573 is Class.
LION 0091573 SubClassOf LION 0000375.
LION 0091574 is Class.
LION 0091574 SubClassOf LION 0022245.
LION 0091575 is Class.
LION 0091575 SubClassOf LION 0000373,.
LION 0091575 SubClassOf LION 0022242,.
LION 0091575 SubClassOf LION 0022247.
LION 0091583 is Class.
LION 0091583 SubClassOf LION 0022262.
LION 0091584 is Class.
LION 0091584 SubClassOf LION 0022263.
LION 0091586 is Class.
LION 0091586 SubClassOf LION 0022265.
LION 0091594 is Class.
LION 0091594 SubClassOf LION 0022266.
LION 0091597 is Class.
LION 0091597 SubClassOf LION 0022269.
LION 0091610 is Class.
LION 0091610 SubClassOf LION 0000385,.
LION 0091610 SubClassOf LION 0022242,.
LION 0091610 SubClassOf LION 0022275.
LION 0091623 is Class.
LION 0091623 SubClassOf LION 0022245.
LION 0091624 is Class.
LION 0091624 SubClassOf LION 0022245.
LION 0091625 is Class.
LION 0091625 SubClassOf LION 0022245.
LION 0091626 is Class.
LION 0091626 SubClassOf LION 0022245.
LION 0091627 is Class.
LION 0091627 SubClassOf LION 0022245.
LION 0091628 is Class.
LION 0091628 SubClassOf LION 0022245.
LION 0091629 is Class.
LION 0091629 SubClassOf LION 0022245.
LION 0091630 is Class.
LION 0091630 SubClassOf LION 0022245.
LION 0091631 is Class.
LION 0091631 SubClassOf LION 0022245.
LION 0091632 is Class.
LION 0091632 SubClassOf LION 0022245,.
LION 0091632 SubClassOf LION 0022262.
LION 0091633 is Class.
LION 0091633 SubClassOf LION 0022245,.
LION 0091633 SubClassOf LION 0022263.
LION 0091634 is Class.
LION 0091634 SubClassOf LION 0022245.
LION 0091635 is Class.
LION 0091635 SubClassOf LION 0000376,.
LION 0091635 SubClassOf LION 0022245,.
LION 0091635 SubClassOf LION 0022265.
LION 0091636 is Class.
LION 0091636 SubClassOf LION 0022245.
LION 0091637 is Class.
LION 0091637 SubClassOf LION 0022245.
LION 0091638 is Class.
LION 0091638 SubClassOf LION 0022245.
LION 0091639 is Class.
LION 0091639 SubClassOf LION 0022245.
LION 0091640 is Class.
LION 0091640 SubClassOf LION 0022245.
LION 0091641 is Class.
LION 0091641 SubClassOf LION 0022245.
LION 0091642 is Class.
LION 0091642 SubClassOf LION 0022245.
LION 0091643 is Class.
LION 0091643 SubClassOf LION 0022245,.
LION 0091643 SubClassOf LION 0022266.
LION 0091644 is Class.
LION 0091644 SubClassOf LION 0000382,.
LION 0091644 SubClassOf LION 0022245,.
LION 0091644 SubClassOf LION 0022267.
LION 0091645 is Class.
LION 0091645 SubClassOf LION 0022245.
LION 0091646 is Class.
LION 0091646 SubClassOf LION 0022245,.
LION 0091646 SubClassOf LION 0022269.
LION 0091647 is Class.
LION 0091647 SubClassOf LION 0022245.
LION 0091648 is Class.
LION 0091648 SubClassOf LION 0022245.
LION 0091649 is Class.
LION 0091649 SubClassOf LION 0022245.
LION 0091650 is Class.
LION 0091650 SubClassOf LION 0022245.
LION 0091651 is Class.
LION 0091651 SubClassOf LION 0022245.
LION 0091652 is Class.
LION 0091652 SubClassOf LION 0022245.
LION 0091653 is Class.
LION 0091653 SubClassOf LION 0022245.
LION 0091654 is Class.
LION 0091654 SubClassOf LION 0022245.
LION 0091655 is Class.
LION 0091655 SubClassOf LION 0022245.
LION 0091656 is Class.
LION 0091656 SubClassOf LION 0022245.
LION 0091657 is Class.
LION 0091657 SubClassOf LION 0022245.
LION 0091658 is Class.
LION 0091658 SubClassOf LION 0022245.
LION 0091659 is Class.
LION 0091659 SubClassOf LION 0000384,.
LION 0091659 SubClassOf LION 0022245,.
LION 0091659 SubClassOf LION 0022275.
LION 0091660 is Class.
LION 0091660 SubClassOf LION 0013315,.
LION 0091660 SubClassOf LION 0022245,.
LION 0091660 SubClassOf LION 0022276.
LION 0091661 is Class.
LION 0091661 SubClassOf LION 0022245.
LION 0091662 is Class.
LION 0091662 SubClassOf LION 0022245.
LION 0091663 is Class.
LION 0091663 SubClassOf LION 0022245.
LION 0091664 is Class.
LION 0091664 SubClassOf LION 0022245.
LION 0091665 is Class.
LION 0091665 SubClassOf LION 0022245.
LION 0091666 is Class.
LION 0091666 SubClassOf LION 0022245.
LION 0091667 is Class.
LION 0091667 SubClassOf LION 0022245.
LION 0091668 is Class.
LION 0091668 SubClassOf LION 0022245.
LION 0091669 is Class.
LION 0091669 SubClassOf LION 0022245.
LION 0091670 is Class.
LION 0091670 SubClassOf LION 0022245.
LION 0091671 is Class.
LION 0091671 SubClassOf LION 0022245.
LION 0091680 is Class.
LION 0091680 SubClassOf LION 0022262.
LION 0091681 is Class.
LION 0091681 SubClassOf LION 0022263.
LION 0091683 is Class.
LION 0091683 SubClassOf LION 0022265.
LION 0091691 is Class.
LION 0091691 SubClassOf LION 0022266.
LION 0091694 is Class.
LION 0091694 SubClassOf LION 0022269.
LION 0091707 is Class.
LION 0091707 SubClassOf LION 0013315,.
LION 0091707 SubClassOf LION 0022247,.
LION 0091707 SubClassOf LION 0022275.
LION 0091721 is Class.
LION 0091721 SubClassOf LION 0022262.
LION 0091722 is Class.
LION 0091722 SubClassOf LION 0022263.
LION 0091724 is Class.
LION 0091724 SubClassOf LION 0022265.
LION 0091725 is Class.
LION 0091725 SubClassOf LION 0022266.
LION 0091728 is Class.
LION 0091728 SubClassOf LION 0022269.
LION 0091734 is Class.
LION 0091734 SubClassOf LION 0022275.
LION 0091741 is Class.
LION 0091741 SubClassOf LION 0022262.
LION 0091742 is Class.
LION 0091742 SubClassOf LION 0022263.
LION 0091744 is Class.
LION 0091744 SubClassOf LION 0022265.
LION 0091745 is Class.
LION 0091745 SubClassOf LION 0022266.
LION 0091748 is Class.
LION 0091748 SubClassOf LION 0022269.
LION 0091754 is Class.
LION 0091754 SubClassOf LION 0022275.
LION 0091761 is Class.
LION 0091761 SubClassOf LION 0022262.
LION 0091762 is Class.
LION 0091762 SubClassOf LION 0022263.
LION 0091764 is Class.
LION 0091764 SubClassOf LION 0022265.
LION 0091765 is Class.
LION 0091765 SubClassOf LION 0022266.
LION 0091768 is Class.
LION 0091768 SubClassOf LION 0022269.
LION 0091774 is Class.
LION 0091774 SubClassOf LION 0022275.
LION 0091781 is Class.
LION 0091781 SubClassOf LION 0022262.
LION 0091782 is Class.
LION 0091782 SubClassOf LION 0022263.
LION 0091784 is Class.
LION 0091784 SubClassOf LION 0022265.
LION 0091785 is Class.
LION 0091785 SubClassOf LION 0022266.
LION 0091788 is Class.
LION 0091788 SubClassOf LION 0022269.
LION 0091794 is Class.
LION 0091794 SubClassOf LION 0022275.
LION 0091801 is Class.
LION 0091801 SubClassOf LION 0022262.
LION 0091802 is Class.
LION 0091802 SubClassOf LION 0022263.
LION 0091804 is Class.
LION 0091804 SubClassOf LION 0022265.
LION 0091805 is Class.
LION 0091805 SubClassOf LION 0022266.
LION 0091808 is Class.
LION 0091808 SubClassOf LION 0022269.
LION 0091814 is Class.
LION 0091814 SubClassOf LION 0022275.
LION 0091821 is Class.
LION 0091821 SubClassOf LION 0022262.
LION 0091822 is Class.
LION 0091822 SubClassOf LION 0022263.
LION 0091824 is Class.
LION 0091824 SubClassOf LION 0022265.
