string is Datatype.
subject has association is ObjectProperty.
subject has association Characteristics Irreflexive.
subject has association Domain OrphaCode.
subject has association Range Association.
with frequency is DataProperty.
Orphanet 60032 SubClassOf OrphaCode.
Orphanet 60033 is Class.
Orphanet 60033 SubClassOf OrphaCode.
Orphanet 60039 is Class.
Orphanet 60039 SubClassOf OrphaCode.
Orphanet 60040 is Class.
Orphanet 60040 SubClassOf OrphaCode.
Orphanet 60041 is Class.
Orphanet 60041 SubClassOf OrphaCode.
Orphanet 602 is Class.
Orphanet 602 SubClassOf OrphaCode.
Orphanet 603 is Class.
Orphanet 603 SubClassOf OrphaCode.
Orphanet 606 is Class.
Orphanet 606 SubClassOf OrphaCode.
Orphanet 609 is Class.
Orphanet 609 SubClassOf OrphaCode.
Orphanet 61 is Class.
Orphanet 61 SubClassOf OrphaCode.
Orphanet 610 is Class.
Orphanet 610 SubClassOf OrphaCode.
Orphanet 611 is Class.
Orphanet 611 SubClassOf OrphaCode.
Orphanet 614 is Class.
Orphanet 614 SubClassOf OrphaCode.
Orphanet 615 is Class.
Orphanet 615 SubClassOf OrphaCode.
Orphanet 616 is Class.
Orphanet 616 SubClassOf OrphaCode.
Orphanet 617 is Class.
Orphanet 617 SubClassOf OrphaCode.
Orphanet 618 is Class.
Orphanet 618 SubClassOf OrphaCode.
Orphanet 62 is Class.
Orphanet 62 SubClassOf OrphaCode.
Orphanet 621 is Class.
Orphanet 621 SubClassOf OrphaCode.
Orphanet 622 is Class.
Orphanet 622 SubClassOf OrphaCode.
Orphanet 624 is Class.
Orphanet 624 SubClassOf OrphaCode.
Orphanet 626 is Class.
Orphanet 626 SubClassOf OrphaCode.
Orphanet 627 is Class.
Orphanet 627 SubClassOf OrphaCode.
Orphanet 628 is Class.
Orphanet 628 SubClassOf OrphaCode.
Orphanet 63 is Class.
Orphanet 63 SubClassOf OrphaCode.
Orphanet 631 is Class.
Orphanet 631 SubClassOf OrphaCode.
Orphanet 63259 is Class.
Orphanet 63259 SubClassOf OrphaCode.
Orphanet 63260 is Class.
Orphanet 63260 SubClassOf OrphaCode.
Orphanet 63273 is Class.
Orphanet 63273 SubClassOf OrphaCode.
Orphanet 63275 is Class.
Orphanet 63275 SubClassOf OrphaCode.
Orphanet 633 is Class.
Orphanet 633 SubClassOf OrphaCode.
Orphanet 634 is Class.
Orphanet 634 SubClassOf OrphaCode.
Orphanet 63442 is Class.
Orphanet 63442 SubClassOf OrphaCode.
Orphanet 63446 is Class.
Orphanet 63446 SubClassOf OrphaCode.
Orphanet 63455 is Class.
Orphanet 63455 SubClassOf OrphaCode.
Orphanet 635 is Class.
Orphanet 635 SubClassOf OrphaCode.
Orphanet 636 is Class.
Orphanet 636 SubClassOf OrphaCode.
Orphanet 637 is Class.
Orphanet 637 SubClassOf OrphaCode.
Orphanet 638 is Class.
Orphanet 638 SubClassOf OrphaCode.
Orphanet 63862 is Class.
Orphanet 63862 SubClassOf OrphaCode.
Orphanet 639 is Class.
Orphanet 639 SubClassOf OrphaCode.
Orphanet 64 is Class.
Orphanet 64 SubClassOf OrphaCode.
Orphanet 640 is Class.
Orphanet 640 SubClassOf OrphaCode.
Orphanet 641 is Class.
Orphanet 641 SubClassOf OrphaCode.
Orphanet 642 is Class.
Orphanet 642 SubClassOf OrphaCode.
Orphanet 64280 is Class.
Orphanet 64280 SubClassOf OrphaCode.
Orphanet 643 is Class.
Orphanet 643 SubClassOf OrphaCode.
Orphanet 644 is Class.
Orphanet 644 SubClassOf OrphaCode.
Orphanet 646 is Class.
Orphanet 646 SubClassOf OrphaCode.
Orphanet 647 is Class.
Orphanet 647 SubClassOf OrphaCode.
Orphanet 64734 is Class.
Orphanet 64734 SubClassOf OrphaCode.
Orphanet 64739 is Class.
Orphanet 64739 SubClassOf OrphaCode.
Orphanet 64741 is Class.
Orphanet 64741 SubClassOf OrphaCode.
Orphanet 64743 is Class.
Orphanet 64743 SubClassOf OrphaCode.
Orphanet 64744 is Class.
Orphanet 64744 SubClassOf OrphaCode.
Orphanet 64745 is Class.
Orphanet 64745 SubClassOf OrphaCode.
Orphanet 64752 is Class.
Orphanet 64752 SubClassOf OrphaCode.
Orphanet 64753 is Class.
Orphanet 64753 SubClassOf OrphaCode.
Orphanet 64754 is Class.
Orphanet 64754 SubClassOf OrphaCode.
Orphanet 64755 is Class.
Orphanet 64755 SubClassOf OrphaCode.
Orphanet 647799 is Class.
Orphanet 647799 SubClassOf OrphaCode.
Orphanet 648 is Class.
Orphanet 648 SubClassOf OrphaCode.
Orphanet 649 is Class.
Orphanet 649 SubClassOf OrphaCode.
Orphanet 65 is Class.
Orphanet 65 SubClassOf OrphaCode.
Orphanet 650 is Class.
Orphanet 650 SubClassOf OrphaCode.
Orphanet 652 is Class.
Orphanet 652 SubClassOf OrphaCode.
Orphanet 65282 is Class.
Orphanet 65282 SubClassOf OrphaCode.
Orphanet 65285 is Class.
Orphanet 65285 SubClassOf OrphaCode.
Orphanet 65286 is Class.
Orphanet 65286 SubClassOf OrphaCode.
Orphanet 65288 is Class.
Orphanet 65288 SubClassOf OrphaCode.
Orphanet 653 is Class.
Orphanet 653 SubClassOf OrphaCode.
Orphanet 654 is Class.
Orphanet 654 SubClassOf OrphaCode.
Orphanet 655 is Class.
Orphanet 655 SubClassOf OrphaCode.
Orphanet 656 is Class.
Orphanet 656 SubClassOf OrphaCode.
Orphanet 65681 is Class.
Orphanet 65681 SubClassOf OrphaCode.
Orphanet 65682 is Class.
Orphanet 65682 SubClassOf OrphaCode.
Orphanet 65683 is Class.
Orphanet 65683 SubClassOf OrphaCode.
Orphanet 65684 is Class.
Orphanet 65684 SubClassOf OrphaCode.
Orphanet 65759 is Class.
Orphanet 65759 SubClassOf OrphaCode.
Orphanet 658549 is Class.
Orphanet 658549 SubClassOf OrphaCode.
Orphanet 659 is Class.
Orphanet 659 SubClassOf OrphaCode.
Orphanet 660 is Class.
Orphanet 660 SubClassOf OrphaCode.
Orphanet 661 is Class.
Orphanet 661 SubClassOf OrphaCode.
Orphanet 662 is Class.
Orphanet 662 SubClassOf OrphaCode.
Orphanet 663 is Class.
Orphanet 663 SubClassOf OrphaCode.
Orphanet 664 is Class.
Orphanet 664 SubClassOf OrphaCode.
Orphanet 66518 is Class.
Orphanet 66518 SubClassOf OrphaCode.
Orphanet 66529 is Class.
Orphanet 66529 SubClassOf OrphaCode.
Orphanet 666 is Class.
Orphanet 666 SubClassOf OrphaCode.
Orphanet 66624 is Class.
Orphanet 66624 SubClassOf OrphaCode.
Orphanet 66625 is Class.
Orphanet 66625 SubClassOf OrphaCode.
Orphanet 66627 is Class.
Orphanet 66627 SubClassOf OrphaCode.
Orphanet 66628 is Class.
Orphanet 66628 SubClassOf OrphaCode.
Orphanet 66629 is Class.
Orphanet 66629 SubClassOf OrphaCode.
Orphanet 66630 is Class.
Orphanet 66630 SubClassOf OrphaCode.
Orphanet 66631 is Class.
Orphanet 66631 SubClassOf OrphaCode.
Orphanet 66633 is Class.
Orphanet 66633 SubClassOf OrphaCode.
Orphanet 66634 is Class.
Orphanet 66634 SubClassOf OrphaCode.
Orphanet 66637 is Class.
Orphanet 66637 SubClassOf OrphaCode.
Orphanet 66661 is Class.
Orphanet 66661 SubClassOf OrphaCode.
Orphanet 667 is Class.
Orphanet 667 SubClassOf OrphaCode.
Orphanet 668 is Class.
Orphanet 668 SubClassOf OrphaCode.
Orphanet 67 is Class.
Orphanet 67 SubClassOf OrphaCode.
Orphanet 67036 is Class.
Orphanet 67036 SubClassOf OrphaCode.
Orphanet 67041 is Class.
Orphanet 67041 SubClassOf OrphaCode.
Orphanet 67042 is Class.
Orphanet 67042 SubClassOf OrphaCode.
Orphanet 67043 is Class.
Orphanet 67043 SubClassOf OrphaCode.
Orphanet 67044 is Class.
Orphanet 67044 SubClassOf OrphaCode.
Orphanet 67045 is Class.
Orphanet 67045 SubClassOf OrphaCode.
Orphanet 67046 is Class.
Orphanet 67046 SubClassOf OrphaCode.
Orphanet 67047 is Class.
Orphanet 67047 SubClassOf OrphaCode.
Orphanet 67048 is Class.
Orphanet 67048 SubClassOf OrphaCode.
Orphanet 672 is Class.
Orphanet 672 SubClassOf OrphaCode.
Orphanet 673 is Class.
Orphanet 673 SubClassOf OrphaCode.
Orphanet 675 is Class.
Orphanet 675 SubClassOf OrphaCode.
Orphanet 676 is Class.
Orphanet 676 SubClassOf OrphaCode.
Orphanet 677 is Class.
Orphanet 677 SubClassOf OrphaCode.
Orphanet 678 is Class.
Orphanet 678 SubClassOf OrphaCode.
Orphanet 679 is Class.
Orphanet 679 SubClassOf OrphaCode.
Orphanet 68 is Class.
Orphanet 68 SubClassOf OrphaCode.
Orphanet 681 is Class.
Orphanet 681 SubClassOf OrphaCode.
Orphanet 682 is Class.
Orphanet 682 SubClassOf OrphaCode.
Orphanet 683 is Class.
Orphanet 683 SubClassOf OrphaCode.
Orphanet 684 is Class.
Orphanet 684 SubClassOf OrphaCode.
Orphanet 69061 is Class.
Orphanet 69061 SubClassOf OrphaCode.
Orphanet 69063 is Class.
Orphanet 69063 SubClassOf OrphaCode.
Orphanet 69076 is Class.
Orphanet 69076 SubClassOf OrphaCode.
Orphanet 69077 is Class.
Orphanet 69077 SubClassOf OrphaCode.
Orphanet 69078 is Class.
Orphanet 69078 SubClassOf OrphaCode.
Orphanet 69085 is Class.
Orphanet 69085 SubClassOf OrphaCode.
Orphanet 69087 is Class.
Orphanet 69087 SubClassOf OrphaCode.
Orphanet 69125 is Class.
Orphanet 69125 SubClassOf OrphaCode.
Orphanet 69126 is Class.
Orphanet 69126 SubClassOf OrphaCode.
Orphanet 69663 is Class.
Orphanet 69663 SubClassOf OrphaCode.
Orphanet 69665 is Class.
Orphanet 69665 SubClassOf OrphaCode.
Orphanet 69735 is Class.
Orphanet 69735 SubClassOf OrphaCode.
Orphanet 69736 is Class.
Orphanet 69736 SubClassOf OrphaCode.
Orphanet 69744 is Class.
Orphanet 69744 SubClassOf OrphaCode.
Orphanet 69745 is Class.
Orphanet 69745 SubClassOf OrphaCode.
Orphanet 699 is Class.
Orphanet 699 SubClassOf OrphaCode.
Orphanet 7 is Class.
Orphanet 7 SubClassOf OrphaCode.
Orphanet 70 is Class.
Orphanet 70 SubClassOf OrphaCode.
Orphanet 700 is Class.
Orphanet 700 SubClassOf OrphaCode.
Orphanet 701 is Class.
Orphanet 701 SubClassOf OrphaCode.
Orphanet 702 is Class.
Orphanet 702 SubClassOf OrphaCode.
Orphanet 703 is Class.
Orphanet 703 SubClassOf OrphaCode.
Orphanet 704 is Class.
Orphanet 704 SubClassOf OrphaCode.
Orphanet 70472 is Class.
Orphanet 70472 SubClassOf OrphaCode.
Orphanet 70475 is Class.
Orphanet 70475 SubClassOf OrphaCode.
Orphanet 70476 is Class.
Orphanet 70476 SubClassOf OrphaCode.
Orphanet 705 is Class.
Orphanet 705 SubClassOf OrphaCode.
Orphanet 70567 is Class.
Orphanet 70567 SubClassOf OrphaCode.
Orphanet 70568 is Class.
Orphanet 70568 SubClassOf OrphaCode.
Orphanet 70578 is Class.
Orphanet 70578 SubClassOf OrphaCode.
Orphanet 70587 is Class.
Orphanet 70587 SubClassOf OrphaCode.
Orphanet 70588 is Class.
Orphanet 70588 SubClassOf OrphaCode.
Orphanet 70589 is Class.
Orphanet 70589 SubClassOf OrphaCode.
Orphanet 70591 is Class.
Orphanet 70591 SubClassOf OrphaCode.
Orphanet 70592 is Class.
Orphanet 70592 SubClassOf OrphaCode.
Orphanet 70593 is Class.
Orphanet 70593 SubClassOf OrphaCode.
Orphanet 70594 is Class.
Orphanet 70594 SubClassOf OrphaCode.
Orphanet 70595 is Class.
Orphanet 70595 SubClassOf OrphaCode.
Orphanet 707 is Class.
Orphanet 707 SubClassOf OrphaCode.
Orphanet 708 is Class.
Orphanet 708 SubClassOf OrphaCode.
Orphanet 709 is Class.
Orphanet 709 SubClassOf OrphaCode.
Orphanet 71 is Class.
Orphanet 71 SubClassOf OrphaCode.
Orphanet 710 is Class.
Orphanet 710 SubClassOf OrphaCode.
Orphanet 71211 is Class.
Orphanet 71211 SubClassOf OrphaCode.
Orphanet 71212 is Class.
Orphanet 71212 SubClassOf OrphaCode.
Orphanet 71213 is Class.
Orphanet 71213 SubClassOf OrphaCode.
Orphanet 71267 is Class.
Orphanet 71267 SubClassOf OrphaCode.
Orphanet 71272 is Class.
Orphanet 71272 SubClassOf OrphaCode.
Orphanet 71273 is Class.
Orphanet 71273 SubClassOf OrphaCode.
Orphanet 71275 is Class.
Orphanet 71275 SubClassOf OrphaCode.
Orphanet 71276 is Class.
Orphanet 71276 SubClassOf OrphaCode.
Orphanet 71277 is Class.
Orphanet 71277 SubClassOf OrphaCode.
Orphanet 71289 is Class.
Orphanet 71289 SubClassOf OrphaCode.
Orphanet 713 is Class.
Orphanet 713 SubClassOf OrphaCode.
Orphanet 71493 is Class.
Orphanet 71493 SubClassOf OrphaCode.
Orphanet 71505 is Class.
Orphanet 71505 SubClassOf OrphaCode.
Orphanet 71517 is Class.
Orphanet 71517 SubClassOf OrphaCode.
Orphanet 71518 is Class.
Orphanet 71518 SubClassOf OrphaCode.
Orphanet 71519 is Class.
Orphanet 71519 SubClassOf OrphaCode.
Orphanet 71526 is Class.
Orphanet 71526 SubClassOf OrphaCode.
Orphanet 71528 is Class.
Orphanet 71528 SubClassOf OrphaCode.
Orphanet 71529 is Class.
Orphanet 71529 SubClassOf OrphaCode.
Orphanet 716 is Class.
Orphanet 716 SubClassOf OrphaCode.
Orphanet 718 is Class.
Orphanet 718 SubClassOf OrphaCode.
Orphanet 72 is Class.
Orphanet 72 SubClassOf OrphaCode.
Orphanet 720 is Class.
Orphanet 720 SubClassOf OrphaCode.
Orphanet 721 is Class.
Orphanet 721 SubClassOf OrphaCode.
Orphanet 722 is Class.
Orphanet 722 SubClassOf OrphaCode.
Orphanet 723 is Class.
Orphanet 723 SubClassOf OrphaCode.
Orphanet 724 is Class.
Orphanet 724 SubClassOf OrphaCode.
Orphanet 725 is Class.
Orphanet 725 SubClassOf OrphaCode.
Orphanet 726 is Class.
Orphanet 726 SubClassOf OrphaCode.
Orphanet 727 is Class.
Orphanet 727 SubClassOf OrphaCode.
Orphanet 728 is Class.
Orphanet 728 SubClassOf OrphaCode.
Orphanet 729 is Class.
Orphanet 729 SubClassOf OrphaCode.
Orphanet 73 is Class.
Orphanet 73 SubClassOf OrphaCode.
Orphanet 730 is Class.
Orphanet 730 SubClassOf OrphaCode.
Orphanet 731 is Class.
Orphanet 731 SubClassOf OrphaCode.
Orphanet 732 is Class.
Orphanet 732 SubClassOf OrphaCode.
Orphanet 73223 is Class.
Orphanet 73223 SubClassOf OrphaCode.
Orphanet 73224 is Class.
Orphanet 73224 SubClassOf OrphaCode.
Orphanet 73229 is Class.
Orphanet 73229 SubClassOf OrphaCode.
Orphanet 73230 is Class.
Orphanet 73230 SubClassOf OrphaCode.
Orphanet 73245 is Class.
Orphanet 73245 SubClassOf OrphaCode.
Orphanet 73246 is Class.
Orphanet 73246 SubClassOf OrphaCode.
Orphanet 73256 is Class.
Orphanet 73256 SubClassOf OrphaCode.
Orphanet 73263 is Class.
Orphanet 73263 SubClassOf OrphaCode.
Orphanet 73267 is Class.
Orphanet 73267 SubClassOf OrphaCode.
Orphanet 73272 is Class.
Orphanet 73272 SubClassOf OrphaCode.
Orphanet 73273 is Class.
Orphanet 73273 SubClassOf OrphaCode.
Orphanet 733 is Class.
Orphanet 733 SubClassOf OrphaCode.
Orphanet 735 is Class.
Orphanet 735 SubClassOf OrphaCode.
Orphanet 737 is Class.
Orphanet 737 SubClassOf OrphaCode.
Orphanet 739 is Class.
Orphanet 739 SubClassOf OrphaCode.
Orphanet 74 is Class.
Orphanet 74 SubClassOf OrphaCode.
Orphanet 740 is Class.
Orphanet 740 SubClassOf OrphaCode.
Orphanet 742 is Class.
Orphanet 742 SubClassOf OrphaCode.
Orphanet 743 is Class.
Orphanet 743 SubClassOf OrphaCode.
Orphanet 744 is Class.
Orphanet 744 SubClassOf OrphaCode.
Orphanet 745 is Class.
Orphanet 745 SubClassOf OrphaCode.
Orphanet 746 is Class.
Orphanet 746 SubClassOf OrphaCode.
Orphanet 747 is Class.
Orphanet 747 SubClassOf OrphaCode.
Orphanet 750 is Class.
Orphanet 750 SubClassOf OrphaCode.
Orphanet 752 is Class.
Orphanet 752 SubClassOf OrphaCode.
Orphanet 75233 is Class.
Orphanet 75233 SubClassOf OrphaCode.
Orphanet 75234 is Class.
Orphanet 75234 SubClassOf OrphaCode.
Orphanet 75249 is Class.
Orphanet 75249 SubClassOf OrphaCode.
Orphanet 753 is Class.
Orphanet 753 SubClassOf OrphaCode.
Orphanet 75325 is Class.
Orphanet 75325 SubClassOf OrphaCode.
Orphanet 75373 is Class.
Orphanet 75373 SubClassOf OrphaCode.
Orphanet 75374 is Class.
Orphanet 75374 SubClassOf OrphaCode.
Orphanet 75376 is Class.
Orphanet 75376 SubClassOf OrphaCode.
Orphanet 75377 is Class.
Orphanet 75377 SubClassOf OrphaCode.
Orphanet 75378 is Class.
Orphanet 75378 SubClassOf OrphaCode.
Orphanet 75382 is Class.
Orphanet 75382 SubClassOf OrphaCode.
Orphanet 75389 is Class.
Orphanet 75389 SubClassOf OrphaCode.
Orphanet 75392 is Class.
Orphanet 75392 SubClassOf OrphaCode.
Orphanet 75496 is Class.
Orphanet 75496 SubClassOf OrphaCode.
Orphanet 75497 is Class.
Orphanet 75497 SubClassOf OrphaCode.
Orphanet 755 is Class.
Orphanet 755 SubClassOf OrphaCode.
Orphanet 75508 is Class.
Orphanet 75508 SubClassOf OrphaCode.
Orphanet 75563 is Class.
Orphanet 75563 SubClassOf OrphaCode.
Orphanet 75564 is Class.
Orphanet 75564 SubClassOf OrphaCode.
Orphanet 75565 is Class.
Orphanet 75565 SubClassOf OrphaCode.
Orphanet 75566 is Class.
Orphanet 75566 SubClassOf OrphaCode.
Orphanet 75567 is Class.
Orphanet 75567 SubClassOf OrphaCode.
Orphanet 757 is Class.
Orphanet 757 SubClassOf OrphaCode.
Orphanet 758 is Class.
Orphanet 758 SubClassOf OrphaCode.
Orphanet 75840 is Class.
Orphanet 75840 SubClassOf OrphaCode.
Orphanet 75857 is Class.
Orphanet 75857 SubClassOf OrphaCode.
Orphanet 75858 is Class.
Orphanet 75858 SubClassOf OrphaCode.
Orphanet 760 is Class.
Orphanet 760 SubClassOf OrphaCode.
Orphanet 761 is Class.
Orphanet 761 SubClassOf OrphaCode.
Orphanet 763 is Class.
Orphanet 763 SubClassOf OrphaCode.
Orphanet 764 is Class.
Orphanet 764 SubClassOf OrphaCode.
Orphanet 765 is Class.
Orphanet 765 SubClassOf OrphaCode.
Orphanet 766 is Class.
Orphanet 766 SubClassOf OrphaCode.
Orphanet 767 is Class.
Orphanet 767 SubClassOf OrphaCode.
Orphanet 769 is Class.
Orphanet 769 SubClassOf OrphaCode.
Orphanet 770 is Class.
Orphanet 770 SubClassOf OrphaCode.
Orphanet 772 is Class.
Orphanet 772 SubClassOf OrphaCode.
Orphanet 77258 is Class.
Orphanet 77258 SubClassOf OrphaCode.
Orphanet 77259 is Class.
Orphanet 77259 SubClassOf OrphaCode.
Orphanet 77260 is Class.
Orphanet 77260 SubClassOf OrphaCode.
Orphanet 77261 is Class.
Orphanet 77261 SubClassOf OrphaCode.
Orphanet 77293 is Class.
Orphanet 77293 SubClassOf OrphaCode.
Orphanet 77296 is Class.
Orphanet 77296 SubClassOf OrphaCode.
Orphanet 77297 is Class.
Orphanet 77297 SubClassOf OrphaCode.
Orphanet 77298 is Class.
Orphanet 77298 SubClassOf OrphaCode.
Orphanet 77299 is Class.
Orphanet 77299 SubClassOf OrphaCode.
Orphanet 773 is Class.
Orphanet 773 SubClassOf OrphaCode.
Orphanet 77300 is Class.
Orphanet 77300 SubClassOf OrphaCode.
Orphanet 77301 is Class.
Orphanet 77301 SubClassOf OrphaCode.
Orphanet 774 is Class.
Orphanet 774 SubClassOf OrphaCode.
Orphanet 776 is Class.
Orphanet 776 SubClassOf OrphaCode.
Orphanet 778 is Class.
Orphanet 778 SubClassOf OrphaCode.
Orphanet 779 is Class.
Orphanet 779 SubClassOf OrphaCode.
Orphanet 781 is Class.
Orphanet 781 SubClassOf OrphaCode.
Orphanet 782 is Class.
Orphanet 782 SubClassOf OrphaCode.
Orphanet 783 is Class.
Orphanet 783 SubClassOf OrphaCode.
Orphanet 785 is Class.
Orphanet 785 SubClassOf OrphaCode.
Orphanet 786 is Class.
Orphanet 786 SubClassOf OrphaCode.
Orphanet 79 is Class.
Orphanet 79 SubClassOf OrphaCode.
Orphanet 790 is Class.
Orphanet 790 SubClassOf OrphaCode.
Orphanet 79076 is Class.
Orphanet 79076 SubClassOf OrphaCode.
Orphanet 79078 is Class.
Orphanet 79078 SubClassOf OrphaCode.
Orphanet 79083 is Class.
Orphanet 79083 SubClassOf OrphaCode.
Orphanet 79084 is Class.
Orphanet 79084 SubClassOf OrphaCode.
Orphanet 79085 is Class.
Orphanet 79085 SubClassOf OrphaCode.
Orphanet 79086 is Class.
Orphanet 79086 SubClassOf OrphaCode.
Orphanet 79087 is Class.
Orphanet 79087 SubClassOf OrphaCode.
Orphanet 79093 is Class.
Orphanet 79093 SubClassOf OrphaCode.
Orphanet 79094 is Class.
Orphanet 79094 SubClassOf OrphaCode.
Orphanet 79095 is Class.
Orphanet 79095 SubClassOf OrphaCode.
Orphanet 79096 is Class.
Orphanet 79096 SubClassOf OrphaCode.
Orphanet 79097 is Class.
Orphanet 79097 SubClassOf OrphaCode.
Orphanet 79098 is Class.
Orphanet 79098 SubClassOf OrphaCode.
Orphanet 79099 is Class.
Orphanet 79099 SubClassOf OrphaCode.
Orphanet 791 is Class.
Orphanet 791 SubClassOf OrphaCode.
Orphanet 79100 is Class.
Orphanet 79100 SubClassOf OrphaCode.
Orphanet 79101 is Class.
Orphanet 79101 SubClassOf OrphaCode.
Orphanet 79102 is Class.
Orphanet 79102 SubClassOf OrphaCode.
Orphanet 79106 is Class.
Orphanet 79106 SubClassOf OrphaCode.
Orphanet 79107 is Class.
Orphanet 79107 SubClassOf OrphaCode.
Orphanet 79113 is Class.
Orphanet 79113 SubClassOf OrphaCode.
Orphanet 79124 is Class.
Orphanet 79124 SubClassOf OrphaCode.
Orphanet 79126 is Class.
Orphanet 79126 SubClassOf OrphaCode.
Orphanet 79127 is Class.
Orphanet 79127 SubClassOf OrphaCode.
Orphanet 79128 is Class.
Orphanet 79128 SubClassOf OrphaCode.
Orphanet 79129 is Class.
Orphanet 79129 SubClassOf OrphaCode.
Orphanet 79133 is Class.
Orphanet 79133 SubClassOf OrphaCode.
Orphanet 79134 is Class.
Orphanet 79134 SubClassOf OrphaCode.
Orphanet 79135 is Class.
Orphanet 79135 SubClassOf OrphaCode.
Orphanet 79136 is Class.
Orphanet 79136 SubClassOf OrphaCode.
Orphanet 79137 is Class.
Orphanet 79137 SubClassOf OrphaCode.
Orphanet 79138 is Class.
Orphanet 79138 SubClassOf OrphaCode.
Orphanet 79139 is Class.
Orphanet 79139 SubClassOf OrphaCode.
Orphanet 79140 is Class.
Orphanet 79140 SubClassOf OrphaCode.
Orphanet 79141 is Class.
Orphanet 79141 SubClassOf OrphaCode.
Orphanet 79144 is Class.
Orphanet 79144 SubClassOf OrphaCode.
Orphanet 79145 is Class.
Orphanet 79145 SubClassOf OrphaCode.
Orphanet 79147 is Class.
Orphanet 79147 SubClassOf OrphaCode.
Orphanet 79148 is Class.
Orphanet 79148 SubClassOf OrphaCode.
Orphanet 79149 is Class.
Orphanet 79149 SubClassOf OrphaCode.
Orphanet 79151 is Class.
Orphanet 79151 SubClassOf OrphaCode.
Orphanet 79152 is Class.
Orphanet 79152 SubClassOf OrphaCode.
Orphanet 79153 is Class.
Orphanet 79153 SubClassOf OrphaCode.
Orphanet 79155 is Class.
Orphanet 79155 SubClassOf OrphaCode.
Orphanet 79156 is Class.
Orphanet 79156 SubClassOf OrphaCode.
Orphanet 79159 is Class.
Orphanet 79159 SubClassOf OrphaCode.
Orphanet 792 is Class.
Orphanet 792 SubClassOf OrphaCode.
Orphanet 79230 is Class.
Orphanet 79230 SubClassOf OrphaCode.
Orphanet 79233 is Class.
Orphanet 79233 SubClassOf OrphaCode.
Orphanet 79234 is Class.
Orphanet 79234 SubClassOf OrphaCode.
Orphanet 79235 is Class.
Orphanet 79235 SubClassOf OrphaCode.
Orphanet 79237 is Class.
Orphanet 79237 SubClassOf OrphaCode.
Orphanet 79238 is Class.
Orphanet 79238 SubClassOf OrphaCode.
Orphanet 79239 is Class.
Orphanet 79239 SubClassOf OrphaCode.
Orphanet 79240 is Class.
Orphanet 79240 SubClassOf OrphaCode.
Orphanet 79241 is Class.
Orphanet 79241 SubClassOf OrphaCode.
Orphanet 79242 is Class.
Orphanet 79242 SubClassOf OrphaCode.
Orphanet 79243 is Class.
Orphanet 79243 SubClassOf OrphaCode.
Orphanet 79244 is Class.
Orphanet 79244 SubClassOf OrphaCode.
Orphanet 79246 is Class.
Orphanet 79246 SubClassOf OrphaCode.
Orphanet 79254 is Class.
Orphanet 79254 SubClassOf OrphaCode.
Orphanet 79255 is Class.
Orphanet 79255 SubClassOf OrphaCode.
Orphanet 79259 is Class.
Orphanet 79259 SubClassOf OrphaCode.
Orphanet 79273 is Class.
Orphanet 79273 SubClassOf OrphaCode.
Orphanet 79276 is Class.
Orphanet 79276 SubClassOf OrphaCode.
Orphanet 79277 is Class.
Orphanet 79277 SubClassOf OrphaCode.
Orphanet 79278 is Class.
Orphanet 79278 SubClassOf OrphaCode.
Orphanet 79279 is Class.
Orphanet 79279 SubClassOf OrphaCode.
Orphanet 79280 is Class.
Orphanet 79280 SubClassOf OrphaCode.
Orphanet 79281 is Class.
Orphanet 79281 SubClassOf OrphaCode.
Orphanet 79282 is Class.
Orphanet 79282 SubClassOf OrphaCode.
Orphanet 79283 is Class.
Orphanet 79283 SubClassOf OrphaCode.
Orphanet 79284 is Class.
Orphanet 79284 SubClassOf OrphaCode.
Orphanet 79292 is Class.
Orphanet 79292 SubClassOf OrphaCode.
Orphanet 79299 is Class.
Orphanet 79299 SubClassOf OrphaCode.
Orphanet 793 is Class.
Orphanet 793 SubClassOf OrphaCode.
Orphanet 79301 is Class.
Orphanet 79301 SubClassOf OrphaCode.
Orphanet 79302 is Class.
Orphanet 79302 SubClassOf OrphaCode.
Orphanet 79303 is Class.
Orphanet 79303 SubClassOf OrphaCode.
Orphanet 79312 is Class.
Orphanet 79312 SubClassOf OrphaCode.
Orphanet 79314 is Class.
Orphanet 79314 SubClassOf OrphaCode.
Orphanet 79318 is Class.
Orphanet 79318 SubClassOf OrphaCode.
Orphanet 79319 is Class.
Orphanet 79319 SubClassOf OrphaCode.
Orphanet 79320 is Class.
Orphanet 79320 SubClassOf OrphaCode.
Orphanet 79321 is Class.
Orphanet 79321 SubClassOf OrphaCode.
Orphanet 79322 is Class.
Orphanet 79322 SubClassOf OrphaCode.
Orphanet 79323 is Class.
Orphanet 79323 SubClassOf OrphaCode.
Orphanet 79324 is Class.
Orphanet 79324 SubClassOf OrphaCode.
Orphanet 79325 is Class.
Orphanet 79325 SubClassOf OrphaCode.
Orphanet 79326 is Class.
Orphanet 79326 SubClassOf OrphaCode.
Orphanet 79327 is Class.
Orphanet 79327 SubClassOf OrphaCode.
Orphanet 79328 is Class.
Orphanet 79328 SubClassOf OrphaCode.
Orphanet 79329 is Class.
Orphanet 79329 SubClassOf OrphaCode.
Orphanet 79330 is Class.
Orphanet 79330 SubClassOf OrphaCode.
Orphanet 79332 is Class.
Orphanet 79332 SubClassOf OrphaCode.
Orphanet 79333 is Class.
Orphanet 79333 SubClassOf OrphaCode.
Orphanet 79345 is Class.
