www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
TEMP# is ObjectProperty.
TEMP# is ObjectProperty.
TAO 0000077 is Class.
TAO 0000079 is Class.
TAO 0000082 is Class.
TAO 0000097 is Class.
TAO 0000100 is Class.
TAO 0000101 is Class.
TAO 0000107 is Class.
TAO 0000108 is Class.
TAO 0000109 is Class.
TAO 0000114 is Class.
TAO 0000123 is Class.
TAO 0000128 is Class.
TAO 0000135 is Class.
TAO 0000140 is Class.
TAO 0000151 is Class.
TAO 0000152 is Class.
TAO 0000155 is Class.
TAO 0000163 is Class.
TAO 000017 is Class.
TAO 0000182 is Class.
TAO 0000190 is Class.
TAO 0000200 is Class.
TAO 0000204 is Class.
TAO 0000208 is Class.
TAO 0000217 is Class.
TAO 0000272 is Class.
TAO 0000282 is Class.
TAO 0000295 is Class.
TAO 0000317 is Class.
TAO 0000339 is Class.
TAO 0000354 is Class.
TAO 0000367 is Class.
TAO 0000396 is Class.
TAO 0000403 is Class.
TAO 0000434 is Class.
TAO 0000436 is Class.
TAO 0000471 is Class.
TAO 0000509 is Class.
TAO 0000529 is Class.
TAO 0000545 is Class.
TAO 0000547 is Class.
TAO 0000548 is Class.
TAO 0000554 is Class.
TAO 0000560 is Class.
TAO 0000598 is Class.
TAO 0000632 is Class.
TAO 0000669 is Class.
TAO 0000737 is Class.
TAO 0001078 is Class.
TAO 0001079 is Class.
TAO 0001081 is Class.
TAO 0001101 is Class.
TAO 0001105 is Class.
TAO 0001110 is Class.
TAO 0001114 is Class.
TAO 0001115 is Class.
TAO 0001127 is Class.
TAO 0001138 is Class.
TAO 0001149 is Class.
TAO 0001155 is Class.
TAO 0001158 is Class.
TAO 0001176 is Class.
TAO 0001215 is Class.
TAO 0001308 is Class.
TAO 0001309 is Class.
TAO 0001319 is Class.
TAO 0001320 is Class.
TAO 0001338 is Class.
TAO 0001353 is Class.
TAO 0001354 is Class.
TAO 0001383 is Class.
TAO 0001424 is Class.
TAO 0001501 is Class.
TAO 0001514 is Class.
TAO 0001573 is Class.
TAO 0001575 is Class.
TAO 0001576 is Class.
TAO 0005070 is Class.
TAO 0005105 is Class.
TAO 0009020 is Class.
TAO 0009044 is Class.
TAO 0009167 is Class.
TAO 0009189 is Class.
TAO 0009197 is Class.
TAO 0009207 is Class.
TAO 0009288 is Class.
TAO 0009307 is Class.
TGMA 0000000 is Class.
TGMA 0000002 is Class.
TGMA 0000003 is Class.
TGMA 0000005 is Class.
TGMA 0000007 is Class.
TGMA 0000024 is Class.
TGMA 0000124 is Class.
TGMA 0000131 is Class.
TGMA 0000132 is Class.
TGMA 0000134 is Class.
TGMA 0000164 is Class.
TGMA 0000196 is Class.
TGMA 0000197 is Class.
TGMA 0000524 is Class.
TGMA 0000540 is Class.
TGMA 0000560 is Class.
TGMA 0000578 is Class.
TGMA 0000607 is Class.
TGMA 0000720 is Class.
TGMA 0001020 is Class.
TGMA 0001024 is Class.
TGMA 0001028 is Class.
TGMA 0001038 is Class.
TGMA 0001041 is Class.
TGMA 0001279 is Class.
TGMA 000136 is Class.
TGMA 0001804 is Class.
TGMA 0001819 is Class.
TGMA 0001856 is Class.
WBIs 0000005 is Class.
WBIs 0000010 is Class.
WBIs 0000023 is Class.
WBIs 0000041 is Class.
WBbt 0003681 is Class.
WBbt 0004540 is Class.
WBbt 0005135 is Class.
WBbt 0005178 is Class.
WBbt 0005189 is Class.
WBbt 0005255 is Class.
WBbt 0005319 is Class.
WBbt 0005321 is Class.
WBbt 0005332 is Class.
WBbt 0005337 is Class.
WBbt 0005440 is Class.
WBbt 0005574 is Class.
WBbt 0005730 is Class.
WBbt 0005733 is Class.
WBbt 0005735 is Class.
WBbt 0005736 is Class.
WBbt 0005737 is Class.
WBbt 0005739 is Class.
WBbt 0005741 is Class.
WBbt 0005748 is Class.
WBbt 0005760 is Class.
WBbt 0005772 is Class.
WBbt 0005773 is Class.
WBbt 0005774 is Class.
WBbt 0005775 is Class.
WBbt 0005777 is Class.
WBbt 0005832 is Class.
WBbt 0006748 is Class.
WBbt 0006760 is Class.
WBbt 0006794 is Class.
WBbt 0006929 is Class.
XAO 0000001 is Class.
XAO 0000002 is Class.
XAO 0000008 is Class.
XAO 0000009 is Class.
XAO 0000011 is Class.
XAO 0000012 is Class.
XAO 0000013 is Class.
XAO 0000014 is Class.
XAO 0000015 is Class.
XAO 0000020 is Class.
XAO 0000023 is Class.
XAO 0000035 is Class.
XAO 0000041 is Class.
XAO 0000042 is Class.
XAO 0000050 is Class.
XAO 0000058 is Class.
XAO 0000064 is Class.
XAO 0000065 is Class.
XAO 0000090 is Class.
XAO 0000095 is Class.
XAO 0000099 is Class.
XAO 0000100 is Class.
XAO 0000107 is Class.
XAO 0000111 is Class.
XAO 0000114 is Class.
XAO 0000115 is Class.
XAO 0000117 is Class.
XAO 0000118 is Class.
XAO 0000119 is Class.
XAO 0000120 is Class.
XAO 0000121 is Class.
XAO 0000122 is Class.
XAO 0000123 is Class.
XAO 0000124 is Class.
XAO 0000125 is Class.
XAO 0000126 is Class.
XAO 0000127 is Class.
XAO 0000128 is Class.
XAO 0000129 is Class.
XAO 0000130 is Class.
XAO 0000131 is Class.
XAO 0000132 is Class.
XAO 0000133 is Class.
XAO 0000135 is Class.
XAO 0000136 is Class.
XAO 0000142 is Class.
XAO 0000143 is Class.
XAO 0000144 is Class.
XAO 0000153 is Class.
XAO 0000154 is Class.
XAO 0000155 is Class.
XAO 0000156 is Class.
XAO 0000157 is Class.
XAO 0000158 is Class.
XAO 0000159 is Class.
XAO 0000160 is Class.
XAO 0000161 is Class.
XAO 0000162 is Class.
XAO 0000163 is Class.
XAO 0000164 is Class.
XAO 0000165 is Class.
XAO 0000166 is Class.
XAO 0000167 is Class.
XAO 0000169 is Class.
XAO 0000170 is Class.
XAO 0000171 is Class.
XAO 0000173 is Class.
XAO 0000174 is Class.
XAO 0000175 is Class.
XAO 0000176 is Class.
XAO 0000177 is Class.
XAO 0000178 is Class.
XAO 0000179 is Class.
XAO 0000181 is Class.
XAO 0000189 is Class.
XAO 0000190 is Class.
XAO 0000191 is Class.
XAO 0000192 is Class.
XAO 0000197 is Class.
XAO 0000201 is Class.
XAO 0000209 is Class.
XAO 0000211 is Class.
XAO 0000217 is Class.
XAO 0000236 is Class.
XAO 0000237 is Class.
XAO 0000238 is Class.
XAO 0000243 is Class.
XAO 0000244 is Class.
XAO 0000258 is Class.
XAO 0000281 is Class.
XAO 0000305 is Class.
XAO 0000328 is Class.
XAO 0000345 is Class.
XAO 0000375 is Class.
XAO 0000428 is Class.
XAO 0000431 is Class.
XAO 0000446 is Class.
XAO 0002000 is Class.
XAO 0003010 is Class.
XAO 0003013 is Class.
XAO 0003024 is Class.
XAO 0003025 is Class.
XAO 0003026 is Class.
XAO 0003027 is Class.
XAO 0003029 is Class.
XAO 0003030 is Class.
XAO 0003031 is Class.
XAO 0003033 is Class.
XAO 0003035 is Class.
XAO 0003036 is Class.
XAO 1000003 is Class.
XAO 1000005 is Class.
XAO 1000006 is Class.
XAO 1000008 is Class.
XAO 1000009 is Class.
XAO 1000010 is Class.
ZEA 0015031 is Class.
ZEA 0015034 is Class.
ZEA 0015061 is Class.
ZEA 0015084 is Class.
ZEA 0015085 is Class.
ZEA 0015134 is Class.
ZEA 0015150 is Class.
ZEA 0015151 is Class.
ZEA 0015158 is Class.
ZEA 0015175 is Class.
ZEA 0015177 is Class.
ZEA 0015178 is Class.
ZEA 0015179 is Class.
ZEA 0015180 is Class.
ZFA 0000001 is Class.
ZFA 0000005 is Class.
ZFA 0000008 is Class.
ZFA 0000009 is Class.
ZFA 0000010 is Class.
ZFA 0000012 is Class.
ZFA 0000013 is Class.
ZFA 0000014 is Class.
ZFA 0000016 is Class.
ZFA 0000017 is Class.
ZFA 0000018 is Class.
ZFA 0000020 is Class.
ZFA 0000026 is Class.
ZFA 0000027 is Class.
ZFA 0000029 is Class.
ZFA 0000032 is Class.
ZFA 0000034 is Class.
ZFA 0000035 is Class.
ZFA 0000036 is Class.
ZFA 0000041 is Class.
ZFA 0000044 is Class.
ZFA 0000045 is Class.
ZFA 0000054 is Class.
ZFA 0000070 is Class.
ZFA 0000075 is Class.
ZFA 0000077 is Class.
ZFA 0000079 is Class.
ZFA 0000082 is Class.
ZFA 0000097 is Class.
ZFA 00000i9 is Class.
ZFA 0000100 is Class.
ZFA 0000101 is Class.
ZFA 0000105 is Class.
ZFA 0000107 is Class.
ZFA 0000108 is Class.
ZFA 0000109 is Class.
ZFA 0000111 is Class.
ZFA 0000114 is Class.
ZFA 0000117 is Class.
ZFA 0000118 is Class.
ZFA 0000123 is Class.
ZFA 0000128 is Class.
ZFA 0000140 is Class.
ZFA 0000142 is Class.
ZFA 0000151 is Class.
ZFA 0000152 is Class.
ZFA 0000155 is Class.
ZFA 0000163 is Class.
ZFA 0000200 is Class.
ZFA 0000204 is Class.
ZFA 0000208 is Class.
ZFA 0000217 is Class.
ZFA 0000242 is Class.
ZFA 0000277 is Class.
ZFA 0000282 is Class.
ZFA 0000303 is Class.
ZFA 0000317 is Class.
ZFA 0000330 is Class.
ZFA 0000339 is Class.
ZFA 0000354 is Class.
ZFA 0000396 is Class.
ZFA 0000402 is Class.
ZFA 0000403 is Class.
ZFA 0000434 is Class.
ZFA 0000436 is Class.
ZFA 0000509 is Class.
ZFA 0000529 is Class.
ZFA 0000545 is Class.
ZFA 0000547 is Class.
ZFA 0000548 is Class.
ZFA 0000554 is Class.
ZFA 0000560 is Class.
ZFA 0000644 is Class.
ZFA 0000669 is Class.
ZFA 0000706 is Class.
ZFA 0000737 is Class.
ZFA 0001064 is Class.
ZFA 0001072 is Class.
ZFA 0001078 is Class.
ZFA 0001101 is Class.
ZFA 0001110 is Class.
ZFA 0001114 is Class.
ZFA 0001117 is Class.
ZFA 0001119 is Class.
ZFA 0001120 is Class.
ZFA 0001123 is Class.
ZFA 0001135 is Class.
ZFA 0001136 is Class.
ZFA 0001138 is Class.
ZFA 0001149 is Class.
ZFA 0001155 is Class.
ZFA 0001215 is Class.
ZFA 0001306 is Class.
ZFA 0001319 is Class.
ZFA 0001320 is Class.
ZFA 0001323 is Class.
ZFA 0001338 is Class.
ZFA 0001353 is Class.
ZFA 0001354 is Class.
ZFA 0001383 is Class.
ZFA 0005004 is Class.
ZFA 0009006 is Class.
ZFA 0009008 is Class.
ZFA 0009043 is Class.
ZFA 0009090 is Class.
TEMP# is Class.
www.w3.org/2002/07/# is Class.
www.w3.org/2000/01/-schema# is Annotations.
