R(BFO_0000050,is,ObjectProperty)
R(tnf_receptor_superfamily/,is,agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R((under_review)_fibrosis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(cornea_innervation,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(phenylketonuria,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(ereg-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(chemokines_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(notch_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(egf-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(achondroplasia,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(g,is,<agi-folder)
R(<agi-pathway,is,Class)
R(glaucoma,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tgfa-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(thrombopoietin_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,,is,<agi-folder)
R((under_review)_muscles_physiology,is,<agi-folder)
R(<agi-pathway,is,Class)
R(photosynthesis,,is,<agi-folder)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(corneal_inflammation,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amine_gpcrs_ligand,,is,<agi-folder)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(ras-raf-erk_canonical_cascades,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(corneal_inflammation,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(acne_vulgaris,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(corneal_hydration,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(neurotrophins-ntrk1_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cataract,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,,is,<agi-folder)
R(receptor_kinases/,is,agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd8_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tgfa-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(igf-igfr1_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(familial_mediterranean_fever,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hereditary_syndromes_associated_with_breast_and/,is,agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(chemokine_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(adp_ribosyl_cyclase_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(protists,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(gram-positive,,is,<agi-folder)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_stroma_remodeling,,is,<agi-folder)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(hpv_infection_and_cancer,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R((under_review)_tgfb_activates_myofibroblasts,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(ras-raf-erk_canonical_cascades,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd80_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(asthma,,is,<agi-folder)
R(3,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(neurotrophins-ntrk1_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(beta-arrestin-mediated_receptors_signaling,,is,<agi-folder)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(lipid_metabolism,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(age-related_macular_degeneration,,is,<agi-folder)
R(3,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegf-kdr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R(secondary_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(corneal_inflammation,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd80_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wiskott-aldrich_syndrome,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(egfr_(erbb)_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(catabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(acne_vulgaris,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(notch_receptors,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(pyelonephritis,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_huntington_disease,_version_2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_inflammation,,is,<agi-folder)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(efferocytosis,,is,<agi-folder)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R((under_review)_tgfb_activates_myofibroblasts,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R((under_review)_hallmarks_of_cancer_(12),is,<agi-folder)
R(<agi-pathway,is,Class)
R(protein_modification_site,,is,<agi-folder)
R(u,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(receptor_kinases/,is,agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_hydration,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hpv_infection_and_cancer,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diseases_of_the_eye,,is,<agi-folder)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd8_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd8_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R((under_review)_epithelial_to_mesenchymal_transition,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(toll-like_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(chemokines_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_huntington_disease,_version_2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(ig-like_cell_adhesion_molecule_family_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R((under_review)_tgfb_activates_myofibroblasts,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cornea_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(anabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R((under_review)_fibrosis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diseases_of_the_circulatory_system,,is,<agi-folder)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(beta-arrestin-mediated_frizzled/,is,agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(growth_hormones_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(catabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(t-cell_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R((under_review)_fibrosis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diabetes_mellitus_type_2,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(bacteria,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(insulin_receptors_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R((under_review)_tgfb_activates_myofibroblasts,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_epithelial_to_mesenchymal_transition,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R(secondary_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(notch_receptors,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(pyelonephritis,,is,<agi-folder)
R(3,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R((under_review)_epithelial_to_mesenchymal_transition,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diabetes_mellitus_type_2,,is,<agi-folder)
R(4,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wilson's_disease,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wnt-frizzled_receptor_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(hyperthyroidism,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(u,,is,<agi-folder)
R(usher_syndrome,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(insects,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cornea_neovascularization,,is,<agi-folder)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(tnf_receptor_superfamily_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,,is,<agi-folder)
R(rett_syndrome,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(u,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(t-cell_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(diabetes_mellitus_type_1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_hallmarks_of_cancer_(13),is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(panic_disorder,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(toll-like_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R((under_review)_neuromuscular_disorders,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tgfa-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(amino_acid_derived_hormones,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(areg-ehfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cd_molecules_expression_biomarkers,,is,<agi-folder)
R(p,,is,<agi-folder)
R(expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegf-kdr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f2r_gpcrs_ligands,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,,is,<agi-folder)
R(notch_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(lipid_like_gpcrs_ligands,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(g,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interferons_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(egfr_(erbb)_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(u,,is,<agi-folder)
R(usher_syndrome,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(nrg-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(urea_cycle_disorders,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amine_gpcrs_ligand,,is,<agi-folder)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegf-kdr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R((under_review)_insulin_resistance,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(aryl_hydrocarbon_receptor_signaling,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(huntington_disease,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(plants,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(protein_tyrosine_phosphatase_receptors,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(egfr_(erbb)_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(receptor_tyrosine_kinases_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
