www.w3.org/2000/01/-schema# is Datatype
Z46_1 DisjointWith Z46_8
Z46_1 DisjointWith Z46_7
Z46_1 DisjointWith Z46_6
Z46_1 DisjointWith Z46_5
Z46_1 DisjointWith Z46_4
Z46_1 DisjointWith Z46_3
Z46_1 DisjointWith Z46_2
Z46_1 DisjointWith Z46_0
Z46_2 is Class
Z46_2 SubClassOf Z46
Z46_2 DisjointWith Z46_9
Z46_2 DisjointWith Z46_8
Z46_2 DisjointWith Z46_7
Z46_2 DisjointWith Z46_6
Z46_2 DisjointWith Z46_5
Z46_2 DisjointWith Z46_4
Z46_2 DisjointWith Z46_3
Z46_2 DisjointWith Z46_1
Z46_2 DisjointWith Z46_0
Z46_3 is Class
Z46_3 SubClassOf Z46
Z46_3 DisjointWith Z46_9
Z46_3 DisjointWith Z46_8
Z46_3 DisjointWith Z46_7
Z46_3 DisjointWith Z46_6
Z46_3 DisjointWith Z46_5
Z46_3 DisjointWith Z46_4
Z46_3 DisjointWith Z46_2
Z46_3 DisjointWith Z46_1
Z46_3 DisjointWith Z46_0
Z46_4 is Class
Z46_4 SubClassOf Z46
Z46_4 DisjointWith Z46_9
Z46_4 DisjointWith Z46_8
Z46_4 DisjointWith Z46_7
Z46_4 DisjointWith Z46_6
Z46_4 DisjointWith Z46_5
Z46_4 DisjointWith Z46_3
Z46_4 DisjointWith Z46_2
Z46_4 DisjointWith Z46_1
Z46_4 DisjointWith Z46_0
Z46_5 is Class
Z46_5 SubClassOf Z46
Z46_5 DisjointWith Z46_9
Z46_5 DisjointWith Z46_8
Z46_5 DisjointWith Z46_7
Z46_5 DisjointWith Z46_6
Z46_5 DisjointWith Z46_4
Z46_5 DisjointWith Z46_3
Z46_5 DisjointWith Z46_2
Z46_5 DisjointWith Z46_1
Z46_5 DisjointWith Z46_0
Z46_6 is Class
Z46_6 SubClassOf Z46
Z46_6 DisjointWith Z46_9
Z46_6 DisjointWith Z46_8
Z46_6 DisjointWith Z46_7
Z46_6 DisjointWith Z46_5
Z46_6 DisjointWith Z46_4
Z46_6 DisjointWith Z46_3
Z46_6 DisjointWith Z46_2
Z46_6 DisjointWith Z46_1
Z46_6 DisjointWith Z46_0
Z46_7 is Class
Z46_7 SubClassOf Z46
Z46_7 DisjointWith Z46_9
Z46_7 DisjointWith Z46_8
Z46_7 DisjointWith Z46_6
Z46_7 DisjointWith Z46_5
Z46_7 DisjointWith Z46_4
Z46_7 DisjointWith Z46_3
Z46_7 DisjointWith Z46_2
Z46_7 DisjointWith Z46_1
Z46_7 DisjointWith Z46_0
Z46_8 is Class
Z46_8 SubClassOf Z46
Z46_8 DisjointWith Z46_9
Z46_8 DisjointWith Z46_7
Z46_8 DisjointWith Z46_6
Z46_8 DisjointWith Z46_5
Z46_8 DisjointWith Z46_4
Z46_8 DisjointWith Z46_3
Z46_8 DisjointWith Z46_2
Z46_8 DisjointWith Z46_1
Z46_8 DisjointWith Z46_0
Z46_9 is Class
Z46_9 SubClassOf Z46
Z46_9 DisjointWith Z46_8
Z46_9 DisjointWith Z46_7
Z46_9 DisjointWith Z46_6
Z46_9 DisjointWith Z46_5
Z46_9 DisjointWith Z46_4
Z46_9 DisjointWith Z46_3
Z46_9 DisjointWith Z46_2
Z46_9 DisjointWith Z46_1
Z46_9 DisjointWith Z46_0
Z47 is Class
Z47_0 is Class
Z47_0 SubClassOf Z47
Z47_0 DisjointWith Z47_9
Z47_0 DisjointWith Z47_8
Z47_8 is Class
Z47_8 SubClassOf Z47
Z47_8 DisjointWith Z47_9
Z47_8 DisjointWith Z47_0
Z47_9 is Class
Z47_9 SubClassOf Z47
Z47_9 DisjointWith Z47_8
Z47_9 DisjointWith Z47_0
Z48 is Class
Z48_0 is Class
Z48_0 SubClassOf Z48
Z48_0 DisjointWith Z48_9
Z48_0 DisjointWith Z48_8
Z48_8 is Class
Z48_8 SubClassOf Z48
Z48_8 DisjointWith Z48_9
Z48_8 DisjointWith Z48_0
Z48_9 is Class
Z48_9 SubClassOf Z48
Z48_9 DisjointWith Z48_8
Z48_9 DisjointWith Z48_0
Z49 is Class
Z49_0 is Class
Z49_0 SubClassOf Z49
Z49_0 DisjointWith Z49_2
Z49_0 DisjointWith Z49_1
Z49_1 is Class
Z49_1 SubClassOf Z49
Z49_1 DisjointWith Z49_2
Z49_1 DisjointWith Z49_0
Z49_2 is Class
Z49_2 SubClassOf Z49
Z49_2 DisjointWith Z49_1
Z49_2 DisjointWith Z49_0
Z50 is Class
Z50_0 is Class
Z50_0 SubClassOf Z50
Z50_0 DisjointWith Z50_9
Z50_0 DisjointWith Z50_8
Z50_0 DisjointWith Z50_7
Z50_0 DisjointWith Z50_6
Z50_0 DisjointWith Z50_5
Z50_0 DisjointWith Z50_4
Z50_0 DisjointWith Z50_3
Z50_0 DisjointWith Z50_2
Z50_0 DisjointWith Z50_1
Z50_1 is Class
Z50_1 SubClassOf Z50
Z50_1 DisjointWith Z50_9
Z50_1 DisjointWith Z50_8
Z50_1 DisjointWith Z50_7
Z50_1 DisjointWith Z50_6
Z50_1 DisjointWith Z50_5
Z50_1 DisjointWith Z50_4
Z50_1 DisjointWith Z50_3
Z50_1 DisjointWith Z50_2
Z50_1 DisjointWith Z50_0
Z50_2 is Class
Z50_2 SubClassOf Z50
Z50_2 DisjointWith Z50_9
Z50_2 DisjointWith Z50_8
Z50_2 DisjointWith Z50_7
Z50_2 DisjointWith Z50_6
Z50_2 DisjointWith Z50_5
Z50_2 DisjointWith Z50_4
Z50_2 DisjointWith Z50_3
Z50_2 DisjointWith Z50_1
Z50_2 DisjointWith Z50_0
Z50_3 is Class
Z50_3 SubClassOf Z50
Z50_3 DisjointWith Z50_9
Z50_3 DisjointWith Z50_8
Z50_3 DisjointWith Z50_7
Z50_3 DisjointWith Z50_6
Z50_3 DisjointWith Z50_5
Z50_3 DisjointWith Z50_4
Z50_3 DisjointWith Z50_2
Z50_3 DisjointWith Z50_1
Z50_3 DisjointWith Z50_0
Z50_4 is Class
Z50_4 SubClassOf Z50
Z50_4 DisjointWith Z50_9
Z50_4 DisjointWith Z50_8
Z50_4 DisjointWith Z50_7
Z50_4 DisjointWith Z50_6
Z50_4 DisjointWith Z50_5
Z50_4 DisjointWith Z50_3
Z50_4 DisjointWith Z50_2
Z50_4 DisjointWith Z50_1
Z50_4 DisjointWith Z50_0
Z50_5 is Class
Z50_5 SubClassOf Z50
Z50_5 DisjointWith Z50_9
Z50_5 DisjointWith Z50_8
Z50_5 DisjointWith Z50_7
Z50_5 DisjointWith Z50_6
Z50_5 DisjointWith Z50_4
Z50_5 DisjointWith Z50_3
Z50_5 DisjointWith Z50_2
Z50_5 DisjointWith Z50_1
Z50_5 DisjointWith Z50_0
Z50_6 is Class
Z50_6 SubClassOf Z50
Z50_6 DisjointWith Z50_9
Z50_6 DisjointWith Z50_8
Z50_6 DisjointWith Z50_7
Z50_6 DisjointWith Z50_5
Z50_6 DisjointWith Z50_4
Z50_6 DisjointWith Z50_3
Z50_6 DisjointWith Z50_2
Z50_6 DisjointWith Z50_1
Z50_6 DisjointWith Z50_0
Z50_7 is Class
Z50_7 SubClassOf Z50
Z50_7 DisjointWith Z50_9
Z50_7 DisjointWith Z50_8
Z50_7 DisjointWith Z50_6
Z50_7 DisjointWith Z50_5
Z50_7 DisjointWith Z50_4
Z50_7 DisjointWith Z50_3
Z50_7 DisjointWith Z50_2
Z50_7 DisjointWith Z50_1
Z50_7 DisjointWith Z50_0
Z50_8 is Class
Z50_8 SubClassOf Z50
Z50_8 DisjointWith Z50_9
Z50_8 DisjointWith Z50_7
Z50_8 DisjointWith Z50_6
Z50_8 DisjointWith Z50_5
Z50_8 DisjointWith Z50_4
Z50_8 DisjointWith Z50_3
Z50_8 DisjointWith Z50_2
Z50_8 DisjointWith Z50_1
Z50_8 DisjointWith Z50_0
Z50_9 is Class
Z50_9 SubClassOf Z50
Z50_9 DisjointWith Z50_8
Z50_9 DisjointWith Z50_7
Z50_9 DisjointWith Z50_6
Z50_9 DisjointWith Z50_5
Z50_9 DisjointWith Z50_4
Z50_9 DisjointWith Z50_3
Z50_9 DisjointWith Z50_2
Z50_9 DisjointWith Z50_1
Z50_9 DisjointWith Z50_0
Z51 is Class
Z51_0 is Class
Z51_0 SubClassOf Z51
Z51_0 DisjointWith Z51_9
Z51_0 DisjointWith Z51_8
Z51_0 DisjointWith Z51_6
Z51_0 DisjointWith Z51_5
Z51_0 DisjointWith Z51_4
Z51_0 DisjointWith Z51_3
Z51_0 DisjointWith Z51_2
Z51_0 DisjointWith Z51_1
Z51_1 is Class
Z51_1 SubClassOf Z51
Z51_1 DisjointWith Z51_9
Z51_1 DisjointWith Z51_8
Z51_1 DisjointWith Z51_6
Z51_1 DisjointWith Z51_5
Z51_1 DisjointWith Z51_4
Z51_1 DisjointWith Z51_3
Z51_1 DisjointWith Z51_2
Z51_1 DisjointWith Z51_0
Z51_2 is Class
Z51_2 SubClassOf Z51
Z51_2 DisjointWith Z51_9
Z51_2 DisjointWith Z51_8
Z51_2 DisjointWith Z51_6
Z51_2 DisjointWith Z51_5
Z51_2 DisjointWith Z51_4
Z51_2 DisjointWith Z51_3
Z51_2 DisjointWith Z51_1
Z51_2 DisjointWith Z51_0
Z51_3 is Class
Z51_3 SubClassOf Z51
Z51_3 DisjointWith Z51_9
Z51_3 DisjointWith Z51_8
Z51_3 DisjointWith Z51_6
Z51_3 DisjointWith Z51_5
Z51_3 DisjointWith Z51_4
Z51_3 DisjointWith Z51_2
Z51_3 DisjointWith Z51_1
Z51_3 DisjointWith Z51_0
Z51_4 is Class
Z51_4 SubClassOf Z51
Z51_4 DisjointWith Z51_9
Z51_4 DisjointWith Z51_8
Z51_4 DisjointWith Z51_6
Z51_4 DisjointWith Z51_5
Z51_4 DisjointWith Z51_3
Z51_4 DisjointWith Z51_2
Z51_4 DisjointWith Z51_1
Z51_4 DisjointWith Z51_0
Z51_5 is Class
Z51_5 SubClassOf Z51
Z51_5 DisjointWith Z51_9
Z51_5 DisjointWith Z51_8
Z51_5 DisjointWith Z51_6
Z51_5 DisjointWith Z51_4
Z51_5 DisjointWith Z51_3
Z51_5 DisjointWith Z51_2
Z51_5 DisjointWith Z51_1
Z51_5 DisjointWith Z51_0
Z51_6 is Class
Z51_6 SubClassOf Z51
Z51_6 DisjointWith Z51_9
Z51_6 DisjointWith Z51_8
Z51_6 DisjointWith Z51_5
Z51_6 DisjointWith Z51_4
Z51_6 DisjointWith Z51_3
Z51_6 DisjointWith Z51_2
Z51_6 DisjointWith Z51_1
Z51_6 DisjointWith Z51_0
Z51_8 is Class
Z51_8 SubClassOf Z51
Z51_8 DisjointWith Z51_9
Z51_8 DisjointWith Z51_6
Z51_8 DisjointWith Z51_5
Z51_8 DisjointWith Z51_4
Z51_8 DisjointWith Z51_3
Z51_8 DisjointWith Z51_2
Z51_8 DisjointWith Z51_1
Z51_8 DisjointWith Z51_0
Z51_9 is Class
Z51_9 SubClassOf Z51
Z51_9 DisjointWith Z51_8
Z51_9 DisjointWith Z51_6
Z51_9 DisjointWith Z51_5
Z51_9 DisjointWith Z51_4
Z51_9 DisjointWith Z51_3
Z51_9 DisjointWith Z51_2
Z51_9 DisjointWith Z51_1
Z51_9 DisjointWith Z51_0
Z52 is Class
Z52_0 is Class
Z52_0 SubClassOf Z52
Z52_0 DisjointWith Z52_9
Z52_0 DisjointWith Z52_8
Z52_0 DisjointWith Z52_7
Z52_0 DisjointWith Z52_6
Z52_0 DisjointWith Z52_5
Z52_0 DisjointWith Z52_4
Z52_0 DisjointWith Z52_3
Z52_0 DisjointWith Z52_2
Z52_0 DisjointWith Z52_1
Z52_1 is Class
Z52_1 SubClassOf Z52
Z52_1 DisjointWith Z52_9
Z52_1 DisjointWith Z52_8
Z52_1 DisjointWith Z52_7
Z52_1 DisjointWith Z52_6
Z52_1 DisjointWith Z52_5
Z52_1 DisjointWith Z52_4
Z52_1 DisjointWith Z52_3
Z52_1 DisjointWith Z52_2
Z52_1 DisjointWith Z52_0
Z52_2 is Class
Z52_2 SubClassOf Z52
Z52_2 DisjointWith Z52_9
Z52_2 DisjointWith Z52_8
Z52_2 DisjointWith Z52_7
Z52_2 DisjointWith Z52_6
Z52_2 DisjointWith Z52_5
Z52_2 DisjointWith Z52_4
Z52_2 DisjointWith Z52_3
Z52_2 DisjointWith Z52_1
Z52_2 DisjointWith Z52_0
Z52_3 is Class
Z52_3 SubClassOf Z52
Z52_3 DisjointWith Z52_9
Z52_3 DisjointWith Z52_8
Z52_3 DisjointWith Z52_7
Z52_3 DisjointWith Z52_6
Z52_3 DisjointWith Z52_5
Z52_3 DisjointWith Z52_4
Z52_3 DisjointWith Z52_2
Z52_3 DisjointWith Z52_1
Z52_3 DisjointWith Z52_0
Z52_4 is Class
Z52_4 SubClassOf Z52
Z52_4 DisjointWith Z52_9
Z52_4 DisjointWith Z52_8
Z52_4 DisjointWith Z52_7
Z52_4 DisjointWith Z52_6
Z52_4 DisjointWith Z52_5
Z52_4 DisjointWith Z52_3
Z52_4 DisjointWith Z52_2
Z52_4 DisjointWith Z52_1
Z52_4 DisjointWith Z52_0
Z52_5 is Class
Z52_5 SubClassOf Z52
Z52_5 DisjointWith Z52_9
Z52_5 DisjointWith Z52_8
Z52_5 DisjointWith Z52_7
Z52_5 DisjointWith Z52_6
Z52_5 DisjointWith Z52_4
Z52_5 DisjointWith Z52_3
Z52_5 DisjointWith Z52_2
Z52_5 DisjointWith Z52_1
Z52_5 DisjointWith Z52_0
Z52_6 is Class
Z52_6 SubClassOf Z52
Z52_6 DisjointWith Z52_9
Z52_6 DisjointWith Z52_8
Z52_6 DisjointWith Z52_7
Z52_6 DisjointWith Z52_5
Z52_6 DisjointWith Z52_4
Z52_6 DisjointWith Z52_3
Z52_6 DisjointWith Z52_2
Z52_6 DisjointWith Z52_1
Z52_6 DisjointWith Z52_0
Z52_7 is Class
Z52_7 SubClassOf Z52
Z52_7 DisjointWith Z52_9
Z52_7 DisjointWith Z52_8
Z52_7 DisjointWith Z52_6
Z52_7 DisjointWith Z52_5
Z52_7 DisjointWith Z52_4
Z52_7 DisjointWith Z52_3
Z52_7 DisjointWith Z52_2
Z52_7 DisjointWith Z52_1
Z52_7 DisjointWith Z52_0
Z52_8 is Class
Z52_8 SubClassOf Z52
Z52_8 DisjointWith Z52_9
Z52_8 DisjointWith Z52_7
Z52_8 DisjointWith Z52_6
Z52_8 DisjointWith Z52_5
Z52_8 DisjointWith Z52_4
Z52_8 DisjointWith Z52_3
Z52_8 DisjointWith Z52_2
Z52_8 DisjointWith Z52_1
Z52_8 DisjointWith Z52_0
Z52_9 is Class
Z52_9 SubClassOf Z52
Z52_9 DisjointWith Z52_8
Z52_9 DisjointWith Z52_7
Z52_9 DisjointWith Z52_6
Z52_9 DisjointWith Z52_5
Z52_9 DisjointWith Z52_4
Z52_9 DisjointWith Z52_3
Z52_9 DisjointWith Z52_2
Z52_9 DisjointWith Z52_1
Z52_9 DisjointWith Z52_0
Z53 is Class
Z53_0 is Class
Z53_0 SubClassOf Z53
Z53_0 DisjointWith Z53_9
Z53_0 DisjointWith Z53_8
Z53_0 DisjointWith Z53_2
Z53_0 DisjointWith Z53_1
Z53_1 is Class
Z53_1 SubClassOf Z53
Z53_1 DisjointWith Z53_9
Z53_1 DisjointWith Z53_8
Z53_1 DisjointWith Z53_2
Z53_1 DisjointWith Z53_0
Z53_2 is Class
Z53_2 SubClassOf Z53
Z53_2 DisjointWith Z53_9
Z53_2 DisjointWith Z53_8
Z53_2 DisjointWith Z53_1
Z53_2 DisjointWith Z53_0
Z53_8 is Class
Z53_8 SubClassOf Z53
Z53_8 DisjointWith Z53_9
Z53_8 DisjointWith Z53_2
Z53_8 DisjointWith Z53_1
Z53_8 DisjointWith Z53_0
Z53_9 is Class
Z53_9 SubClassOf Z53
Z53_9 DisjointWith Z53_8
Z53_9 DisjointWith Z53_2
Z53_9 DisjointWith Z53_1
Z53_9 DisjointWith Z53_0
Z54 is Class
Z54_0 is Class
Z54_0 SubClassOf Z54
Z54_0 DisjointWith Z54_9
Z54_0 DisjointWith Z54_8
Z54_0 DisjointWith Z54_7
Z54_0 DisjointWith Z54_4
Z54_0 DisjointWith Z54_3
Z54_0 DisjointWith Z54_2
Z54_0 DisjointWith Z54_1
Z54_1 is Class
Z54_1 SubClassOf Z54
Z54_1 DisjointWith Z54_9
Z54_1 DisjointWith Z54_8
Z54_1 DisjointWith Z54_7
Z54_1 DisjointWith Z54_4
Z54_1 DisjointWith Z54_3
Z54_1 DisjointWith Z54_2
Z54_1 DisjointWith Z54_0
Z54_2 is Class
Z54_2 SubClassOf Z54
Z54_2 DisjointWith Z54_9
Z54_2 DisjointWith Z54_8
Z54_2 DisjointWith Z54_7
Z54_2 DisjointWith Z54_4
Z54_2 DisjointWith Z54_3
Z54_2 DisjointWith Z54_1
Z54_2 DisjointWith Z54_0
Z54_3 is Class
Z54_3 SubClassOf Z54
Z54_3 DisjointWith Z54_9
Z54_3 DisjointWith Z54_8
Z54_3 DisjointWith Z54_7
Z54_3 DisjointWith Z54_4
Z54_3 DisjointWith Z54_2
Z54_3 DisjointWith Z54_1
Z54_3 DisjointWith Z54_0
Z54_4 is Class
Z54_4 SubClassOf Z54
Z54_4 DisjointWith Z54_9
Z54_4 DisjointWith Z54_8
Z54_4 DisjointWith Z54_7
Z54_4 DisjointWith Z54_3
Z54_4 DisjointWith Z54_2
Z54_4 DisjointWith Z54_1
Z54_4 DisjointWith Z54_0
Z54_7 is Class
Z54_7 SubClassOf Z54
Z54_7 DisjointWith Z54_9
Z54_7 DisjointWith Z54_8
Z54_7 DisjointWith Z54_4
Z54_7 DisjointWith Z54_3
Z54_7 DisjointWith Z54_2
Z54_7 DisjointWith Z54_1
Z54_7 DisjointWith Z54_0
Z54_8 is Class
Z54_8 SubClassOf Z54
Z54_8 DisjointWith Z54_9
Z54_8 DisjointWith Z54_7
Z54_8 DisjointWith Z54_4
Z54_8 DisjointWith Z54_3
Z54_8 DisjointWith Z54_2
Z54_8 DisjointWith Z54_1
Z54_8 DisjointWith Z54_0
Z54_9 is Class
Z54_9 SubClassOf Z54
Z54_9 DisjointWith Z54_8
Z54_9 DisjointWith Z54_7
Z54_9 DisjointWith Z54_4
Z54_9 DisjointWith Z54_3
Z54_9 DisjointWith Z54_2
Z54_9 DisjointWith Z54_1
Z54_9 DisjointWith Z54_0
Z55 is Class
Z55_0 is Class
Z55_0 SubClassOf Z55
Z55_0 DisjointWith Z55_9
Z55_0 DisjointWith Z55_8
Z55_0 DisjointWith Z55_4
Z55_0 DisjointWith Z55_3
Z55_0 DisjointWith Z55_2
Z55_0 DisjointWith Z55_1
Z55_1 is Class
Z55_1 SubClassOf Z55
Z55_1 DisjointWith Z55_9
Z55_1 DisjointWith Z55_8
Z55_1 DisjointWith Z55_4
Z55_1 DisjointWith Z55_3
Z55_1 DisjointWith Z55_2
Z55_1 DisjointWith Z55_0
Z55_2 is Class
Z55_2 SubClassOf Z55
Z55_2 DisjointWith Z55_9
Z55_2 DisjointWith Z55_8
Z55_2 DisjointWith Z55_4
Z55_2 DisjointWith Z55_3
Z55_2 DisjointWith Z55_1
Z55_2 DisjointWith Z55_0
Z55_3 is Class
Z55_3 SubClassOf Z55
Z55_3 DisjointWith Z55_9
Z55_3 DisjointWith Z55_8
Z55_3 DisjointWith Z55_4
Z55_3 DisjointWith Z55_2
Z55_3 DisjointWith Z55_1
Z55_3 DisjointWith Z55_0
Z55_4 is Class
Z55_4 SubClassOf Z55
Z55_4 DisjointWith Z55_9
Z55_4 DisjointWith Z55_8
Z55_4 DisjointWith Z55_3
Z55_4 DisjointWith Z55_2
Z55_4 DisjointWith Z55_1
Z55_4 DisjointWith Z55_0
Z55_8 is Class
Z55_8 SubClassOf Z55
Z55_8 DisjointWith Z55_9
Z55_8 DisjointWith Z55_4
Z55_8 DisjointWith Z55_3
Z55_8 DisjointWith Z55_2
Z55_8 DisjointWith Z55_1
Z55_8 DisjointWith Z55_0
Z55_9 is Class
Z55_9 SubClassOf Z55
Z55_9 DisjointWith Z55_8
Z55_9 DisjointWith Z55_4
Z55_9 DisjointWith Z55_3
Z55_9 DisjointWith Z55_2
Z55_9 DisjointWith Z55_1
Z55_9 DisjointWith Z55_0
Z55_Z65 is Class
Z55_Z65 SubClassOf Z00_Z99
Z56 is Class
Z56_0 is Class
Z56_0 SubClassOf Z56
Z56_0 DisjointWith Z56_7
Z56_0 DisjointWith Z56_6
Z56_0 DisjointWith Z56_5
Z56_0 DisjointWith Z56_4
Z56_0 DisjointWith Z56_3
Z56_0 DisjointWith Z56_2
Z56_0 DisjointWith Z56_1
Z56_1 is Class
Z56_1 SubClassOf Z56
Z56_1 DisjointWith Z56_7
Z56_1 DisjointWith Z56_6
Z56_1 DisjointWith Z56_5
Z56_1 DisjointWith Z56_4
Z56_1 DisjointWith Z56_3
Z56_1 DisjointWith Z56_2
Z56_1 DisjointWith Z56_0
Z56_2 is Class
Z56_2 SubClassOf Z56
Z56_2 DisjointWith Z56_7
Z56_2 DisjointWith Z56_6
Z56_2 DisjointWith Z56_5
Z56_2 DisjointWith Z56_4
Z56_2 DisjointWith Z56_3
Z56_2 DisjointWith Z56_1
Z56_2 DisjointWith Z56_0
Z56_3 is Class
Z56_3 SubClassOf Z56
Z56_3 DisjointWith Z56_7
Z56_3 DisjointWith Z56_6
Z56_3 DisjointWith Z56_5
Z56_3 DisjointWith Z56_4
Z56_3 DisjointWith Z56_2
Z56_3 DisjointWith Z56_1
Z56_3 DisjointWith Z56_0
Z56_4 is Class
Z56_4 SubClassOf Z56
Z56_4 DisjointWith Z56_7
Z56_4 DisjointWith Z56_6
Z56_4 DisjointWith Z56_5
Z56_4 DisjointWith Z56_3
Z56_4 DisjointWith Z56_2
Z56_4 DisjointWith Z56_1
Z56_4 DisjointWith Z56_0
Z56_5 is Class
Z56_5 SubClassOf Z56
Z56_5 DisjointWith Z56_7
Z56_5 DisjointWith Z56_6
Z56_5 DisjointWith Z56_4
Z56_5 DisjointWith Z56_3
Z56_5 DisjointWith Z56_2
Z56_5 DisjointWith Z56_1
Z56_5 DisjointWith Z56_0
Z56_6 is Class
Z56_6 SubClassOf Z56
Z56_6 DisjointWith Z56_7
Z56_6 DisjointWith Z56_5
Z56_6 DisjointWith Z56_4
Z56_6 DisjointWith Z56_3
Z56_6 DisjointWith Z56_2
Z56_6 DisjointWith Z56_1
Z56_6 DisjointWith Z56_0
Z56_7 is Class
Z56_7 SubClassOf Z56
Z56_7 DisjointWith Z56_6
Z56_7 DisjointWith Z56_5
Z56_7 DisjointWith Z56_4
Z56_7 DisjointWith Z56_3
Z56_7 DisjointWith Z56_2
Z56_7 DisjointWith Z56_1
Z56_7 DisjointWith Z56_0
Z57 is Class
Z57_0 is Class
Z57_0 SubClassOf Z57
Z57_0 DisjointWith Z57_9
Z57_0 DisjointWith Z57_8
Z57_0 DisjointWith Z57_7
Z57_0 DisjointWith Z57_6
Z57_0 DisjointWith Z57_5
Z57_0 DisjointWith Z57_4
Z57_0 DisjointWith Z57_3
Z57_0 DisjointWith Z57_2
Z57_0 DisjointWith Z57_1
Z57_1 is Class
Z57_1 SubClassOf Z57
Z57_1 DisjointWith Z57_9
Z57_1 DisjointWith Z57_8
Z57_1 DisjointWith Z57_7
Z57_1 DisjointWith Z57_6
Z57_1 DisjointWith Z57_5
Z57_1 DisjointWith Z57_4
Z57_1 DisjointWith Z57_3
Z57_1 DisjointWith Z57_2
Z57_1 DisjointWith Z57_0
Z57_2 is Class
Z57_2 SubClassOf Z57
Z57_2 DisjointWith Z57_9
Z57_2 DisjointWith Z57_8
Z57_2 DisjointWith Z57_7
Z57_2 DisjointWith Z57_6
Z57_2 DisjointWith Z57_5
Z57_2 DisjointWith Z57_4
Z57_2 DisjointWith Z57_3
Z57_2 DisjointWith Z57_1
Z57_2 DisjointWith Z57_0
Z57_3 is Class
Z57_3 SubClassOf Z57
Z57_3 DisjointWith Z57_9
Z57_3 DisjointWith Z57_8
Z57_3 DisjointWith Z57_7
Z57_3 DisjointWith Z57_6
Z57_3 DisjointWith Z57_5
Z57_3 DisjointWith Z57_4
Z57_3 DisjointWith Z57_2
Z57_3 DisjointWith Z57_1
Z57_3 DisjointWith Z57_0
Z57_4 is Class
Z57_4 SubClassOf Z57
Z57_4 DisjointWith Z57_9
Z57_4 DisjointWith Z57_8
Z57_4 DisjointWith Z57_7
Z57_4 DisjointWith Z57_6
Z57_4 DisjointWith Z57_5
Z57_4 DisjointWith Z57_3
Z57_4 DisjointWith Z57_2
Z57_4 DisjointWith Z57_1
Z57_4 DisjointWith Z57_0
Z57_5 is Class
Z57_5 SubClassOf Z57
Z57_5 DisjointWith Z57_9
Z57_5 DisjointWith Z57_8
Z57_5 DisjointWith Z57_7
Z57_5 DisjointWith Z57_6
Z57_5 DisjointWith Z57_4
Z57_5 DisjointWith Z57_3
Z57_5 DisjointWith Z57_2
Z57_5 DisjointWith Z57_1
Z57_5 DisjointWith Z57_0
Z57_6 is Class
Z57_6 SubClassOf Z57
Z57_6 DisjointWith Z57_9
Z57_6 DisjointWith Z57_8
Z57_6 DisjointWith Z57_7
Z57_6 DisjointWith Z57_5
Z57_6 DisjointWith Z57_4
Z57_6 DisjointWith Z57_3
Z57_6 DisjointWith Z57_2
Z57_6 DisjointWith Z57_1
Z57_6 DisjointWith Z57_0
Z57_7 is Class
Z57_7 SubClassOf Z57
Z57_7 DisjointWith Z57_9
Z57_7 DisjointWith Z57_8
Z57_7 DisjointWith Z57_6
Z57_7 DisjointWith Z57_5
Z57_7 DisjointWith Z57_4
Z57_7 DisjointWith Z57_3
Z57_7 DisjointWith Z57_2
Z57_7 DisjointWith Z57_1
Z57_7 DisjointWith Z57_0
Z57_8 is Class
Z57_8 SubClassOf Z57
Z57_8 DisjointWith Z57_9
Z57_8 DisjointWith Z57_7
Z57_8 DisjointWith Z57_6
Z57_8 DisjointWith Z57_5
Z57_8 DisjointWith Z57_4
Z57_8 DisjointWith Z57_3
Z57_8 DisjointWith Z57_2
Z57_8 DisjointWith Z57_1
Z57_8 DisjointWith Z57_0
Z57_9 is Class
Z57_9 SubClassOf Z57
Z57_9 DisjointWith Z57_8
Z57_9 DisjointWith Z57_7
Z57_9 DisjointWith Z57_6
Z57_9 DisjointWith Z57_5
Z57_9 DisjointWith Z57_4
Z57_9 DisjointWith Z57_3
Z57_9 DisjointWith Z57_2
Z57_9 DisjointWith Z57_1
Z57_9 DisjointWith Z57_0
Z58 is Class
Z58_0 is Class
Z58_0 SubClassOf Z58
Z58_0 DisjointWith Z58_9
Z58_0 DisjointWith Z58_8
Z58_0 DisjointWith Z58_6
Z58_0 DisjointWith Z58_5
Z58_0 DisjointWith Z58_4
Z58_0 DisjointWith Z58_3
Z58_0 DisjointWith Z58_2
Z58_0 DisjointWith Z58_1
Z58_1 is Class
Z58_1 SubClassOf Z58
Z58_1 DisjointWith Z58_9
Z58_1 DisjointWith Z58_8
Z58_1 DisjointWith Z58_6
Z58_1 DisjointWith Z58_5
Z58_1 DisjointWith Z58_4
Z58_1 DisjointWith Z58_3
Z58_1 DisjointWith Z58_2
Z58_1 DisjointWith Z58_0
Z58_2 is Class
Z58_2 SubClassOf Z58
Z58_2 DisjointWith Z58_9
Z58_2 DisjointWith Z58_8
Z58_2 DisjointWith Z58_6
Z58_2 DisjointWith Z58_5
Z58_2 DisjointWith Z58_4
Z58_2 DisjointWith Z58_3
Z58_2 DisjointWith Z58_1
Z58_2 DisjointWith Z58_0
Z58_3 is Class
Z58_3 SubClassOf Z58
Z58_3 DisjointWith Z58_9
Z58_3 DisjointWith Z58_8
Z58_3 DisjointWith Z58_6
Z58_3 DisjointWith Z58_5
